species,file,valid,error,duration,sample_rate,num_samples,rms_db,peak_amplitude,snr_db,is_silent,is_clipped,duration_ok
Common Myna,xc110875_789.wav,True,,3.0,16000,48000,-24.03542709350586,0.50146484375,19.74,False,False,True
Common Myna,xc110876_2768.wav,True,,3.0,16000,48000,-28.666059494018555,0.383514404296875,10.11,False,False,True
Common Myna,xc110876_40013.wav,True,,3.0,16000,48000,-18.015573501586914,0.829559326171875,12.93,False,False,True
Common Myna,xc110879_11854.wav,True,,3.0,16000,48000,-21.900236129760742,0.502593994140625,26.17,False,False,True
Common Myna,xc110879_20499.wav,True,,3.0,16000,48000,-27.57025718688965,0.447174072265625,22.51,False,False,True
Common Myna,xc110879_2050.wav,True,,3.0,16000,48000,-21.94512939453125,0.7008056640625,25.35,False,False,True
Common Myna,xc110879_22088.wav,True,,3.0,16000,48000,-35.01319122314453,0.184051513671875,13.07,False,False,True
Common Myna,xc110879_28572.wav,True,,3.0,16000,48000,-28.718130111694336,0.314422607421875,13.66,False,False,True
Common Myna,xc110879_3115.wav,True,,3.0,16000,48000,-21.981403350830078,0.702362060546875,24.36,False,False,True
Common Myna,xc110879_36950.wav,True,,3.0,16000,48000,-21.884292602539062,0.6175537109375,22.48,False,False,True
Common Myna,xc110879_48935.wav,True,,3.0,16000,48000,-35.34754943847656,0.18902587890625,15.49,False,False,True
Common Myna,xc110879_54924.wav,True,,3.0,16000,48000,-28.772085189819336,0.257659912109375,21.98,False,False,True
Common Myna,xc110879_61945.wav,True,,3.0,16000,48000,-31.381656646728516,0.387725830078125,21.42,False,False,True
Common Myna,xc110880_1833.wav,True,,3.0,16000,48000,-25.41366195678711,0.454315185546875,14.52,False,False,True
Common Myna,xc110880_7160.wav,True,,3.0,16000,48000,-23.731029510498047,0.58367919921875,18.36,False,False,True
Common Myna,xc110881_10447.wav,True,,3.0,16000,48000,-33.9127082824707,0.153533935546875,10.98,False,False,True
Common Myna,xc110881_13461.wav,True,,3.0,16000,48000,-25.396278381347656,0.5389404296875,19.90,False,False,True
Common Myna,xc110881_16615.wav,True,,3.0,16000,48000,-24.4566650390625,0.645660400390625,20.58,False,False,True
Common Myna,xc110881_21763.wav,True,,3.0,16000,48000,-36.63343048095703,0.19580078125,6.51,False,False,True
Common Myna,xc110881_4232.wav,True,,3.0,16000,48000,-37.039573669433594,0.176544189453125,7.04,False,False,True
Common Myna,xc110881_7328.wav,True,,3.0,16000,48000,-28.728046417236328,0.407470703125,16.55,False,False,True
Common Myna,xc110882_2900.wav,True,,3.0,16000,48000,-27.077436447143555,0.659759521484375,15.49,False,False,True
Common Myna,xc116708_18736.wav,True,,3.0,16000,48000,-28.942760467529297,0.37762451171875,27.40,False,False,True
Common Myna,xc116708_23565.wav,True,,3.0,16000,48000,-39.774444580078125,0.1614990234375,15.69,False,False,True
Common Myna,xc116708_2576.wav,True,,3.0,16000,48000,-39.226654052734375,0.200958251953125,16.74,False,False,True
Common Myna,xc116708_30783.wav,True,,3.0,16000,48000,-49.624576568603516,0.050018310546875,5.81,True,False,True
Common Myna,xc116708_34730.wav,True,,3.0,16000,48000,-31.877843856811523,0.302459716796875,24.45,False,False,True
Common Myna,xc116708_40947.wav,True,,3.0,16000,48000,-40.44160842895508,0.169464111328125,15.80,True,False,True
Common Myna,xc116708_42677.wav,True,,3.0,16000,48000,-44.177337646484375,0.1068115234375,11.62,True,False,True
Common Myna,xc116708_46279.wav,True,,3.0,16000,48000,-34.41217041015625,0.25250244140625,21.67,False,False,True
Common Myna,xc116708_58125.wav,True,,3.0,16000,48000,-25.065000534057617,0.410064697265625,29.28,False,False,True
Common Myna,xc142966_1264.wav,True,,3.0,16000,48000,-21.533676147460938,0.658843994140625,21.19,False,False,True
Common Myna,xc142966_13313.wav,True,,3.0,16000,48000,-21.438081741333008,0.49786376953125,19.12,False,False,True
Common Myna,xc142966_19337.wav,True,,3.0,16000,48000,-28.093481063842773,0.324493408203125,14.38,False,False,True
Common Myna,xc142966_34561.wav,True,,3.0,16000,48000,-27.2847900390625,0.350921630859375,12.93,False,False,True
Common Myna,xc142966_46944.wav,True,,3.0,16000,48000,-32.59150695800781,0.23248291015625,11.85,False,False,True
Common Myna,xc142966_8272.wav,True,,3.0,16000,48000,-33.292076110839844,0.184967041015625,7.51,False,False,True
Common Myna,xc156759_12488.wav,True,,3.0,16000,48000,-40.59230422973633,0.106231689453125,10.50,True,False,True
Common Myna,xc156759_1385.wav,True,,3.0,16000,48000,-36.42443084716797,0.152618408203125,15.04,False,False,True
Common Myna,xc156759_17313.wav,True,,3.0,16000,48000,-36.336341857910156,0.12054443359375,9.13,False,False,True
Common Myna,xc156759_22989.wav,True,,3.0,16000,48000,-33.6141357421875,0.203277587890625,22.29,False,False,True
Common Myna,xc156759_27095.wav,True,,3.0,16000,48000,-40.34550476074219,0.0877685546875,13.35,True,False,True
Common Myna,xc156759_30381.wav,True,,3.0,16000,48000,-33.178001403808594,0.200927734375,13.48,False,False,True
Common Myna,xc156759_43495.wav,True,,3.0,16000,48000,-38.84053039550781,0.12701416015625,16.23,False,False,True
Common Myna,xc156759_44702.wav,True,,3.0,16000,48000,-38.327911376953125,0.125152587890625,16.37,False,False,True
Common Myna,xc156759_46032.wav,True,,3.0,16000,48000,-33.734619140625,0.212310791015625,22.17,False,False,True
Common Myna,xc156759_5483.wav,True,,3.0,16000,48000,-31.769588470458984,0.231781005859375,16.73,False,False,True
Common Myna,xc183763_15860.wav,True,,3.0,16000,48000,-24.906949996948242,0.74322509765625,20.24,False,False,True
Common Myna,xc183763_2486.wav,True,,3.0,16000,48000,-22.619783401489258,0.69708251953125,17.38,False,False,True
Common Myna,xc183763_36790.wav,True,,3.0,16000,48000,-19.19475746154785,0.952880859375,13.27,False,False,True
Common Myna,xc183763_52496.wav,True,,3.0,16000,48000,-34.915409088134766,0.375,10.07,False,False,True
Common Myna,xc183763_56857.wav,True,,3.0,16000,48000,-31.766555786132812,0.46221923828125,12.91,False,False,True
Common Myna,xc183763_59424.wav,True,,3.0,16000,48000,-37.270233154296875,0.16705322265625,7.14,False,False,True
Common Myna,xc184794_2004.wav,True,,3.0,16000,48000,-37.64531707763672,0.1470947265625,6.57,False,False,True
Common Myna,xc184794_5043.wav,True,,3.0,16000,48000,-29.400611877441406,0.287567138671875,11.90,False,False,True
Common Myna,xc185711_12689.wav,True,,3.0,16000,48000,-26.765071868896484,0.434967041015625,17.29,False,False,True
Common Myna,xc185711_19587.wav,True,,3.0,16000,48000,-25.669700622558594,0.4437255859375,11.10,False,False,True
Common Myna,xc185711_425.wav,True,,3.0,16000,48000,-20.491985321044922,0.60882568359375,12.15,False,False,True
Common Myna,xc185711_8700.wav,True,,3.0,16000,48000,-37.76567077636719,0.10455322265625,6.34,False,False,True
Common Myna,xc187036_581.wav,True,,3.0,16000,48000,-21.20659828186035,0.553741455078125,18.34,False,False,True
Common Myna,xc192299_0.wav,True,,3.0,16000,48000,-27.651308059692383,0.334259033203125,21.48,False,False,True
Common Myna,xc192299_11066.wav,True,,3.0,16000,48000,-43.231292724609375,0.12213134765625,7.12,True,False,True
Common Myna,xc192299_17298.wav,True,,3.0,16000,48000,-26.43028450012207,0.25909423828125,14.74,False,False,True
Common Myna,xc192299_34897.wav,True,,3.0,16000,48000,-29.107553482055664,0.227081298828125,16.37,False,False,True
Common Myna,xc192299_5050.wav,True,,3.0,16000,48000,-25.372631072998047,0.379302978515625,23.49,False,False,True
Common Myna,xc194208_0.wav,True,,3.0,16000,48000,-36.59244918823242,0.1192626953125,19.13,False,False,True
Common Myna,xc194208_10300.wav,True,,3.0,16000,48000,-35.26866149902344,0.12945556640625,25.78,False,False,True
Common Myna,xc194208_18385.wav,True,,3.0,16000,48000,-41.200660705566406,0.061798095703125,20.07,True,False,True
Common Myna,xc194208_25489.wav,True,,3.0,16000,48000,-38.31532287597656,0.09857177734375,19.08,False,False,True
Common Myna,xc208162_13327.wav,True,,3.0,16000,48000,-32.08725357055664,0.280029296875,19.00,False,False,True
Common Myna,xc208162_19268.wav,True,,3.0,16000,48000,-38.63555145263672,0.16241455078125,13.43,False,False,True
Common Myna,xc208162_22273.wav,True,,3.0,16000,48000,-37.43043899536133,0.168121337890625,12.34,False,False,True
Common Myna,xc208162_25293.wav,True,,3.0,16000,48000,-37.33252716064453,0.160247802734375,10.81,False,False,True
Common Myna,xc208162_29577.wav,True,,3.0,16000,48000,-37.71426010131836,0.1357421875,11.51,False,False,True
Common Myna,xc208162_34312.wav,True,,3.0,16000,48000,-35.48768615722656,0.226715087890625,14.59,False,False,True
Common Myna,xc208162_38239.wav,True,,3.0,16000,48000,-33.477272033691406,0.29180908203125,15.07,False,False,True
Common Myna,xc208162_4718.wav,True,,3.0,16000,48000,-37.46484375,0.1173095703125,11.26,False,False,True
Common Myna,xc208162_735.wav,True,,3.0,16000,48000,-35.94013595581055,0.15673828125,13.97,False,False,True
Common Myna,xc294325_12179.wav,True,,3.0,16000,48000,-44.78376388549805,0.047454833984375,19.77,True,False,True
Common Myna,xc294325_1617.wav,True,,3.0,16000,48000,-38.6826171875,0.083892822265625,22.68,False,False,True
Common Myna,xc294325_26855.wav,True,,3.0,16000,48000,-47.83898162841797,0.044708251953125,14.51,True,False,True
Common Myna,xc294325_47052.wav,True,,3.0,16000,48000,-38.61674499511719,0.10772705078125,28.07,False,False,True
Common Myna,xc294605_1140.wav,True,,3.0,16000,48000,-39.44064712524414,0.1339111328125,17.80,False,False,True
Common Myna,xc294605_14856.wav,True,,3.0,16000,48000,-41.38652038574219,0.0545654296875,18.27,True,False,True
Common Myna,xc294605_15566.wav,True,,3.0,16000,48000,-41.14608383178711,0.0545654296875,9.88,True,False,True
Common Myna,xc294605_434.wav,True,,3.0,16000,48000,-39.67414474487305,0.146392822265625,17.36,False,False,True
Common Myna,xc294605_8440.wav,True,,3.0,16000,48000,-36.126182556152344,0.1070556640625,11.21,False,False,True
Common Myna,xc295122_10571.wav,True,,3.0,16000,48000,-25.28959083557129,0.3104248046875,20.32,False,False,True
Common Myna,xc295122_23824.wav,True,,3.0,16000,48000,-25.941545486450195,0.3670654296875,21.10,False,False,True
Common Myna,xc295122_256.wav,True,,3.0,16000,48000,-33.82843780517578,0.1510009765625,14.73,False,False,True
Common Myna,xc295122_34824.wav,True,,3.0,16000,48000,-25.385305404663086,0.4674072265625,20.92,False,False,True
Common Myna,xc295122_49094.wav,True,,3.0,16000,48000,-27.79751205444336,0.326629638671875,21.66,False,False,True
Common Myna,xc295122_64120.wav,True,,3.0,16000,48000,-23.386550903320312,0.30657958984375,8.60,False,False,True
Common Myna,xc295122_82712.wav,True,,3.0,16000,48000,-22.750835418701172,0.418487548828125,17.52,False,False,True
Common Myna,xc309110_3020.wav,True,,3.0,16000,48000,-36.75175857543945,0.110443115234375,14.39,False,False,True
Common Myna,xc309110_7170.wav,True,,3.0,16000,48000,-37.075279235839844,0.10931396484375,10.77,False,False,True
Common Myna,xc309110_8.wav,True,,3.0,16000,48000,-34.90764236450195,0.578125,14.41,False,False,True
Common Myna,xc311114_12562.wav,True,,3.0,16000,48000,-39.918052673339844,0.093597412109375,11.24,False,False,True
Common Myna,xc311114_17106.wav,True,,3.0,16000,48000,-35.48495101928711,0.1890869140625,15.41,False,False,True
Common Myna,xc311114_2133.wav,True,,3.0,16000,48000,-33.344757080078125,0.21136474609375,17.22,False,False,True
Common Myna,xc311114_8038.wav,True,,3.0,16000,48000,-38.2167854309082,0.133453369140625,11.29,False,False,True
Common Myna,xc311115_11883.wav,True,,3.0,16000,48000,-29.98908042907715,0.200836181640625,16.30,False,False,True
Common Myna,xc311115_1447.wav,True,,3.0,16000,48000,-27.632627487182617,0.272552490234375,22.32,False,False,True
Common Myna,xc311115_20733.wav,True,,3.0,16000,48000,-36.588138580322266,0.100341796875,19.60,False,False,True
Common Myna,xc311116_11531.wav,True,,3.0,16000,48000,-35.06243896484375,0.137847900390625,17.86,False,False,True
Common Myna,xc311116_1447.wav,True,,3.0,16000,48000,-35.75704574584961,0.144195556640625,13.94,False,False,True
Common Myna,xc311116_17025.wav,True,,3.0,16000,48000,-33.58440017700195,0.157745361328125,15.30,False,False,True
Common Myna,xc311116_40720.wav,True,,3.0,16000,48000,-38.37875747680664,0.104888916015625,10.06,False,False,True
Common Myna,xc331552_0.wav,True,,3.0,16000,48000,-45.066795349121094,0.071319580078125,21.63,True,False,True
Common Myna,xc331552_12275.wav,True,,3.0,16000,48000,-55.31786346435547,0.019195556640625,8.97,True,False,True
Common Myna,xc331552_19974.wav,True,,3.0,16000,48000,-33.17018508911133,0.2061767578125,30.36,False,False,True
Common Myna,xc331552_29534.wav,True,,3.0,16000,48000,-33.00965118408203,0.2130126953125,28.72,False,False,True
Common Myna,xc331552_6729.wav,True,,3.0,16000,48000,-31.95494842529297,0.18048095703125,31.43,False,False,True
Common Myna,xc331569_1640.wav,True,,3.0,16000,48000,-38.11396026611328,0.193359375,17.91,False,False,True
Common Myna,xc331569_4660.wav,True,,3.0,16000,48000,-34.0384635925293,0.34429931640625,21.41,False,False,True
Common Myna,xc331569_7685.wav,True,,3.0,16000,48000,-40.105228424072266,0.110565185546875,15.45,True,False,True
Common Myna,xc336261_0.wav,True,,3.0,16000,48000,-37.86137771606445,0.169219970703125,17.97,False,False,True
Common Myna,xc336261_15421.wav,True,,3.0,16000,48000,-33.01090621948242,0.177825927734375,18.66,False,False,True
Common Myna,xc364334_0.wav,True,,3.0,16000,48000,-19.518144607543945,0.61053466796875,7.24,False,False,True
Common Myna,xc364334_3000.wav,True,,3.0,16000,48000,-21.073572158813477,0.559661865234375,7.86,False,False,True
Common Myna,xc364334_30664.wav,True,,3.0,16000,48000,-23.063648223876953,0.41143798828125,6.57,False,False,True
Common Myna,xc364334_62192.wav,True,,3.0,16000,48000,-24.248380661010742,0.42950439453125,8.88,False,False,True
Common Myna,xc364334_65191.wav,True,,3.0,16000,48000,-22.615581512451172,0.528717041015625,12.50,False,False,True
Common Myna,xc364334_68193.wav,True,,3.0,16000,48000,-21.912078857421875,0.54620361328125,11.90,False,False,True
Common Myna,xc364334_71197.wav,True,,3.0,16000,48000,-26.23242950439453,0.38189697265625,6.97,False,False,True
Common Myna,xc364334_74202.wav,True,,3.0,16000,48000,-26.066390991210938,0.298187255859375,7.44,False,False,True
Common Myna,xc364334_80276.wav,True,,3.0,16000,48000,-21.493690490722656,0.50238037109375,10.68,False,False,True
Common Myna,xc368954_1038.wav,True,,3.0,16000,48000,-22.217283248901367,0.50433349609375,10.79,False,False,True
Common Myna,xc368954_11405.wav,True,,3.0,16000,48000,-27.376115798950195,0.5810546875,24.20,False,False,True
Common Myna,xc368954_7220.wav,True,,3.0,16000,48000,-15.923149108886719,0.973541259765625,18.91,False,False,True
Common Myna,xc369018_19741.wav,True,,3.0,16000,48000,-34.145206451416016,0.21466064453125,18.47,False,False,True
Common Myna,xc369018_23033.wav,True,,3.0,16000,48000,-37.466651916503906,0.16461181640625,16.24,False,False,True
Common Myna,xc369018_30350.wav,True,,3.0,16000,48000,-32.25682830810547,0.19488525390625,18.18,False,False,True
Common Myna,xc369018_7354.wav,True,,3.0,16000,48000,-33.6071662902832,0.220855712890625,13.00,False,False,True
Common Myna,xc369018_970.wav,True,,3.0,16000,48000,-24.90538787841797,0.531890869140625,21.79,False,False,True
Common Myna,xc379536_23421.wav,True,,3.0,16000,48000,-47.71966552734375,0.044921875,15.10,True,False,True
Common Myna,xc379536_26907.wav,True,,3.0,16000,48000,-35.04243469238281,0.20013427734375,26.65,False,False,True
Common Myna,xc379536_33305.wav,True,,3.0,16000,48000,-35.78770065307617,0.198577880859375,12.39,False,False,True
Common Myna,xc379536_5340.wav,True,,3.0,16000,48000,-30.94658660888672,0.20611572265625,18.50,False,False,True
Common Myna,xc379536_9680.wav,True,,3.0,16000,48000,-33.6190071105957,0.2423095703125,20.47,False,False,True
Common Myna,xc395089_18226.wav,True,,3.0,16000,48000,-41.708526611328125,0.05029296875,5.32,True,False,True
Common Myna,xc395089_2203.wav,True,,3.0,16000,48000,-42.848262786865234,0.054962158203125,4.86,True,False,True
Common Myna,xc395089_34046.wav,True,,3.0,16000,48000,-42.056617736816406,0.05938720703125,4.55,True,False,True
Common Myna,xc395089_41887.wav,True,,3.0,16000,48000,-39.070106506347656,0.06671142578125,7.79,False,False,True
Common Myna,xc395089_48784.wav,True,,3.0,16000,48000,-39.90164566040039,0.065093994140625,6.94,False,False,True
Common Myna,xc395089_59762.wav,True,,3.0,16000,48000,-39.04054641723633,0.079071044921875,7.28,False,False,True
Common Myna,xc395089_63229.wav,True,,3.0,16000,48000,-39.65419387817383,0.05548095703125,4.29,False,False,True
Common Myna,xc395089_8684.wav,True,,3.0,16000,48000,-39.26321792602539,0.084503173828125,8.35,False,False,True
Common Myna,xc400123_10741.wav,True,,3.0,16000,48000,-35.22526931762695,0.233306884765625,22.82,False,False,True
Common Myna,xc400123_16803.wav,True,,3.0,16000,48000,-33.63895034790039,0.218170166015625,24.25,False,False,True
Common Myna,xc400123_24118.wav,True,,3.0,16000,48000,-38.68693542480469,0.170379638671875,20.41,False,False,True
Common Myna,xc400123_25603.wav,True,,3.0,16000,48000,-31.034696578979492,0.215850830078125,25.61,False,False,True
Common Myna,xc400123_3689.wav,True,,3.0,16000,48000,-41.454750061035156,0.1397705078125,17.63,True,False,True
Common Myna,xc400123_45367.wav,True,,3.0,16000,48000,-41.21044158935547,0.125518798828125,19.04,True,False,True
Common Myna,xc400123_47882.wav,True,,3.0,16000,48000,-35.27498245239258,0.180328369140625,22.61,False,False,True
Common Myna,xc40086_1144.wav,True,,3.0,16000,48000,-20.40317153930664,0.46331787109375,17.10,False,False,True
Common Myna,xc40086_11521.wav,True,,3.0,16000,48000,-30.871564865112305,0.222076416015625,7.68,False,False,True
Common Myna,xc40086_17259.wav,True,,3.0,16000,48000,-19.49105453491211,0.87017822265625,18.83,False,False,True
Common Myna,xc40086_26089.wav,True,,3.0,16000,48000,-16.697574615478516,0.881591796875,20.89,False,False,True
Common Myna,xc40086_29089.wav,True,,3.0,16000,48000,-20.5898380279541,0.572906494140625,17.42,False,False,True
Common Myna,xc40086_41181.wav,True,,3.0,16000,48000,-18.015958786010742,0.872406005859375,18.59,False,False,True
Common Myna,xc40086_53456.wav,True,,3.0,16000,48000,-22.481782913208008,0.501708984375,15.47,False,False,True
Common Myna,xc40086_60804.wav,True,,3.0,16000,48000,-23.677074432373047,0.387359619140625,14.08,False,False,True
Common Myna,xc40087_134743.wav,True,,3.0,16000,48000,-15.263885498046875,0.999969482421875,18.65,False,True,True
Common Myna,xc40087_152038.wav,True,,3.0,16000,48000,-17.097951889038086,0.88433837890625,16.17,False,False,True
Common Myna,xc40087_1794.wav,True,,3.0,16000,48000,-14.011125564575195,0.999969482421875,16.44,False,True,True
Common Myna,xc40087_20398.wav,True,,3.0,16000,48000,-16.250473022460938,0.988250732421875,16.94,False,False,True
Common Myna,xc40087_31727.wav,True,,3.0,16000,48000,-19.8324031829834,0.813446044921875,13.72,False,False,True
Common Myna,xc40087_43217.wav,True,,3.0,16000,48000,-13.93525505065918,0.9881591796875,19.87,False,False,True
Common Myna,xc40087_59996.wav,True,,3.0,16000,48000,-25.467063903808594,0.387542724609375,8.23,False,False,True
Common Myna,xc40087_64379.wav,True,,3.0,16000,48000,-24.307334899902344,0.46453857421875,9.62,False,False,True
Common Myna,xc40087_70731.wav,True,,3.0,16000,48000,-24.41293716430664,0.58697509765625,9.17,False,False,True
Common Myna,xc40087_81484.wav,True,,3.0,16000,48000,-27.82558250427246,0.34527587890625,5.95,False,False,True
Common Myna,xc402381_5256.wav,True,,3.0,16000,48000,-21.62017822265625,0.620941162109375,21.26,False,False,True
Common Myna,xc402381_789.wav,True,,3.0,16000,48000,-25.970661163330078,0.51953125,14.47,False,False,True
Common Myna,xc426356_1477.wav,True,,3.0,16000,48000,-22.869640350341797,0.737396240234375,26.32,False,False,True
Common Myna,xc426356_15473.wav,True,,3.0,16000,48000,-27.32577896118164,0.54595947265625,21.91,False,False,True
Common Myna,xc426356_20466.wav,True,,3.0,16000,48000,-40.32516860961914,0.085968017578125,9.18,True,False,True
Common Myna,xc426356_23459.wav,True,,3.0,16000,48000,-36.93333053588867,0.0877685546875,10.85,False,False,True
Common Myna,xc426356_9194.wav,True,,3.0,16000,48000,-20.8516845703125,0.88287353515625,27.18,False,False,True
Common Myna,xc442857_2115.wav,True,,3.0,16000,48000,-22.928455352783203,0.653350830078125,14.67,False,False,True
Common Myna,xc44444_11449.wav,True,,3.0,16000,48000,-24.25589370727539,0.363067626953125,11.27,False,False,True
Common Myna,xc44444_14446.wav,True,,3.0,16000,48000,-31.532957077026367,0.1820068359375,3.12,False,False,True
Common Myna,xc44444_17444.wav,True,,3.0,16000,48000,-29.666133880615234,0.315887451171875,3.05,False,False,True
Common Myna,xc44444_3046.wav,True,,3.0,16000,48000,-27.216890335083008,0.473480224609375,9.05,False,False,True
Common Myna,xc44444_46.wav,True,,3.0,16000,48000,-25.52182388305664,0.442840576171875,11.25,False,False,True
Common Myna,xc444488_1194.wav,True,,3.0,16000,48000,-27.121334075927734,0.478515625,18.14,False,False,True
Common Myna,xc444488_12180.wav,True,,3.0,16000,48000,-17.518756866455078,1.0,30.62,False,True,True
Common Myna,xc444488_6372.wav,True,,3.0,16000,48000,-20.782136917114258,0.83929443359375,26.47,False,False,True
Common Myna,xc444488_9306.wav,True,,3.0,16000,48000,-30.653066635131836,0.471832275390625,19.86,False,False,True
Common Myna,xc445899_1245.wav,True,,3.0,16000,48000,-31.780500411987305,0.2579345703125,26.24,False,False,True
Common Myna,xc445899_13571.wav,True,,3.0,16000,48000,-24.82317352294922,0.45648193359375,33.90,False,False,True
