# split_ratio=70:15:15 seed=42 objective=17 solver=genetic_algorithm
file_id,split
XC38335_26929,train
XC38335_3738,train
XC38335_735,train
XC400193_12377,train
XC400193_16231,train
XC400193_20286,train
XC400193_3388,train
XC400193_8629,train
XC400194_13915,train
XC400194_30872,train
XC400194_34567,train
XC400194_686,train
XC400194_7636,train
XC414018_3511,train
XC414018_511,train
XC423125_1003,test
XC423125_16602,test
XC423125_22495,test
XC423125_29639,test
XC426538_4983,val
XC426538_9812,val
XC444228_2004,val
XC514743_13774,train
XC514743_181,train
XC514743_4353,train
XC514743_8446,train
XC518843_1012,train
XC518843_20686,train
XC518843_23980,train
XC518843_37834,train
XC518843_41917,train
XC518843_57378,train
XC518843_6179,train
XC523554_13557,val
XC523554_17370,val
XC523554_8463,val
XC531611_0,train
XC531611_12000,train
XC531611_3000,train
XC531611_6000,train
XC531611_9000,train
XC531612_0,train
XC531612_11617,train
XC531612_14780,train
XC531612_18000,train
XC531612_21000,train
XC531612_24000,train
XC531612_3000,train
XC531612_6440,train
XC531612_9436,train
XC534388_1137,val
XC534388_13851,val
XC534388_4721,val
XC534388_8064,val
XC547505_11091,train
XC547505_19640,train
XC547505_24438,train
XC547505_42499,train
XC547505_960,train
XC551633_13284,train
XC551633_16305,train
XC551633_19306,train
XC551633_22326,train
XC551633_28548,train
XC551633_31589,train
XC551633_34590,train
XC551633_37851,train
XC551633_620,train
XC560109_14119,val
XC560109_4384,val
XC560109_85,val
XC566244_15977,val
XC566244_24753,val
XC566244_4930,val
XC578005_62,val
XC578352_15630,train
XC578352_19339,train
XC578352_24465,train
XC578352_28034,train
XC578352_3142,train
XC578352_6184,train
XC591315_15,test
XC591315_19111,test
XC591315_33306,test
XC591315_58283,test
XC591315_64619,test
XC594949_108562,train
XC594949_12338,train
XC594949_136324,train
XC594949_17159,train
XC594949_27975,train
XC594949_32382,train
XC594949_35831,train
XC594949_5753,train
XC594949_76889,train
XC594949_8753,train
XC594950_10382,train
XC594950_13712,train
XC594950_3330,train
XC594950_54919,train
XC594950_7122,train
XC594950_78829,train
XC594950_81832,train
XC594951_15060,train
XC594951_36005,train
XC594951_46212,train
XC594951_54245,train
XC594951_62707,train
XC594951_762,train
XC616994_12055,test
XC616994_4694,test
XC616994_605,test
XC616994_8390,test
XC635320_0,train
XC635320_10725,train
XC635320_27000,train
XC635320_29995,train
XC635320_3000,train
XC635320_33009,train
XC635320_37187,train
XC635320_40201,train
XC635320_6000,train
XC672602_232,val
XC672602_3736,val
XC672602_6736,val
XC696208_294,val
XC717548_12811,train
XC717548_19102,train
XC717548_6785,train
XC717548_9788,train
XC717548_981,train
XC717550_12125,val
XC720533_14508,train
XC720533_19973,train
XC720533_404,train
XC720533_4721,train
XC720533_9287,train
XC73022_12983,train
XC73022_24437,train
XC73022_39913,train
XC73022_87,train
XC73023_29776,train
XC73023_38469,train
XC73023_52383,train
XC73023_55403,train
XC73023_71666,train
XC73023_75338,train
XC73023_83073,train
XC73024_23086,train
XC73024_28870,train
XC73024_41897,train
XC73024_51605,train
XC73024_66593,train
XC73024_91491,train
XC735667_10445,train
XC735667_13706,train
XC735667_17264,train
XC735667_20906,train
XC735667_26319,train
XC735667_2698,train
XC735667_6472,train
XC743612_12247,train
XC743612_17203,train
XC743612_24582,train
XC743612_28701,train
XC743612_3495,train
XC743612_426,train
XC743612_7450,train
XC753727_17582,train
XC753727_1997,train
XC753727_29113,train
XC753727_51898,train
XC753727_61152,train
XC753727_8939,train
XC761690_1901,train
XC761690_50724,train
XC761690_53979,train
XC761690_57117,train
XC761690_6019,train
XC78432_113,train
XC78432_15032,train
XC78432_21333,train
XC78432_25758,train
XC78432_29869,train
XC78432_33201,train
XC78432_6878,train
XC78433_14509,train
XC78433_1818,train
XC78433_18935,train
XC78433_33668,train
XC78433_5583,train
XC78433_9562,train
XC78434_1278,train
XC78434_13822,train
XC78434_22968,train
XC78434_29438,train
XC78434_39819,train
XC78434_5499,train
XC78434_9499,train
XC78435_100491,train
XC78435_108787,train
XC78435_1357,train
XC78435_19209,train
XC78435_31457,train
XC78435_4356,train
XC78435_50993,train
XC78435_66255,train
XC78435_70228,train
XC78435_82727,train
XC786033_1491,test
XC786033_21658,test
XC786033_31966,test
XC786033_5364,test
XC786218_12989,test
XC786218_17583,test
XC786218_5725,test
XC786218_9257,test
XC786438_15529,val
XC786438_3383,val
XC786438_7793,val
XC787552_12717,test
XC787552_18451,test
XC787552_31584,test
XC787552_4886,test
XC787552_8986,test
XC787963_11767,train
XC787963_15044,train
XC787963_18293,train
XC787963_21972,train
XC787963_26065,train
XC787963_29065,train
XC787963_4535,train
XC787963_566,train
XC787963_8102,train
XC793876_1976,val
XC803097_429,val
XC803097_4862,val
XC808437_21397,train
XC808437_28800,train
XC808437_35000,train
XC808437_45281,train
XC808437_52215,train
XC808437_8040,train
XC812731_12804,train
XC812731_23831,train
XC812731_31706,train
XC812731_34965,train
XC812731_61149,train
XC812731_74300,train
XC812731_957,train
XC812732_15705,train
XC812732_23845,train
XC812732_269,train
XC812732_36486,train
XC812732_44885,train
XC812732_50312,train
XC812732_7312,train
XC812733_3571,val
XC812734_1039,val
XC812735_355,train
XC812737_10360,train
XC812737_1078,train
XC812737_14279,train
XC812737_22151,train
XC812737_25151,train
XC812737_28151,train
XC812737_34455,train
XC812737_4293,train
XC812737_7363,train
XC812796_0,val
XC841652_4863,val
XC841652_8293,val
XC858894_17427,train
XC858894_1812,train
XC858894_20680,train
XC858894_23754,train
XC858894_26813,train
XC858894_4983,train
XC858894_8155,train
XC862635_11392,train
XC862635_1312,train
XC862635_14395,train
XC862635_18102,train
XC862635_22554,train
XC862635_25666,train
XC862635_4316,train
XC862635_8388,train
XC891329_249,test
XC891329_3307,test
XC891329_6451,test
XC891329_9541,test
XC891808_6953,val
XC891808_837,val
XC893845_21365,train
XC893845_24400,train
XC893845_27411,train
XC893845_30446,train
XC893845_33457,train
XC893845_36468,train
XC893845_39478,train
XC893845_42489,train
XC893845_45500,train
XC893845_51161,train
XC893846_14402,val
XC901469_1748,val
XC908924_3160,val
XC917586_14215,val
XC917586_3303,val
XC917586_8491,val
XC923018_11593,train
XC923018_13906,train
XC923018_16264,train
XC923018_18576,train
XC923018_20919,train
XC923018_6612,train
XC923018_9117,train
XC937630_10640,train
XC937630_13872,train
XC937630_1703,train
XC937630_17816,train
XC937630_23816,train
XC937630_26816,train
XC937630_7398,train
XC949668_6924,val
XC954926_177,val
XC954926_3240,val
XC956211_141,train
XC956211_14340,train
XC956211_25525,train
XC956211_33110,train
XC956211_37157,train
XC956211_4112,train
XC956211_41778,train
XC956211_46367,train
XC956211_50796,train
XC956211_54047,train
XC963368_802,val
XC963858_1747,train
XC963858_20088,train
XC963858_45337,train
XC963858_56556,train
XC963858_6351,train
XC963858_63976,train
XC963859_1236,val
XC963859_5423,val
XC983831_1567,val
XC983831_4836,val
XC983831_7939,val
XC986141_11456,test
XC986141_1718,test
XC986141_5279,test
XC986141_8455,test
XC993640_324,test
XC993640_3357,test
XC993640_6423,test
XC995636_10005,train
XC995636_16532,train
XC995636_19603,train
XC995636_2055,train
XC995636_22872,train
XC1003556_0,val
XC1003556_5440,val
XC1005524_521,val
XC1005526_696,val
XC1005528_1388,val
XC1005528_4390,val
XC1005530_0,train
XC1005530_11896,train
XC1005530_2932,train
XC1005530_6289,train
XC1005530_9608,train
XC1005532_3062,val
XC1005532_62,val
XC1051597_0,val
XC1051597_3872,val
XC1075897_0,val
XC1075897_3000,val
XC1075897_9000,val
XC1075899_24060,test
XC1075899_27087,test
XC1075899_31789,test
XC1075899_3902,test
XC1075899_9444,test
XC121824_13057,train
XC121824_147,train
XC121824_16056,train
XC121824_25891,train
XC121824_28915,train
XC121824_3147,train
XC121824_39351,train
XC121824_44034,train
XC121824_7778,train
XC151134_0,train
XC151134_2999,train
XC151134_9712,train
XC151135_12240,train
XC151135_1442,train
XC151135_15358,train
XC151135_18642,train
XC151135_23667,train
XC151135_28908,train
XC151135_31943,train
XC151135_35045,train
XC151135_4461,train
XC151135_9088,train
XC151136_10485,train
XC151136_106568,train
XC151136_109568,train
XC151136_117334,train
XC151136_15686,train
XC151136_61201,train
XC151136_69004,train
XC151136_7121,train
XC151136_81113,train
XC151136_96160,train
XC151642_0,train
XC151642_12333,train
XC151642_15357,train
XC151642_18380,train
XC151642_23102,train
XC151642_27992,train
XC151642_3000,train
XC151642_31000,train
XC151642_9246,train
XC151815_109,val
XC151815_9000,val
XC152005_528,val
XC152653_24,val
XC152653_3095,val
XC152653_6113,val
XC164689_12999,train
XC164689_16168,train
XC164689_24801,train
XC164689_28893,train
XC164689_2994,train
XC164689_32610,train
XC164689_35929,train
XC164689_39347,train
XC164689_43289,train
XC164689_47431,train
XC164692_12509,train
XC164692_17824,train
XC164692_23954,train
XC164692_28926,train
XC164692_3573,train
XC164692_8389,train
XC164693_10828,train
XC164693_14506,train
XC164693_19096,train
XC164693_24775,train
XC164693_28600,train
XC164693_32367,train
XC164693_3501,train
XC164693_36957,train
XC164693_41724,train
XC164693_7061,train
XC166850_327,test
XC166850_3327,test
XC166850_6327,test
XC166851_1012,val
XC166851_4012,val
XC166851_7012,val
XC177320_11220,train
XC177320_16934,train
XC177320_20213,train
XC177320_23661,train
XC177320_26661,train
XC177320_317,train
XC177320_3317,train
XC177320_33690,train
XC177320_36690,train
XC177320_6341,train
XC177321_1655,val
XC177321_4655,val
XC179372_114,val
XC179372_3114,val
XC179372_6114,val
XC179374_12407,val
XC179374_1949,val
XC179374_8106,val
XC186559_0,train
XC186559_15187,train
XC186559_18728,train
XC186559_25571,train
XC186559_28608,train
XC186559_3013,train
XC186559_6573,train
XC192023_0,test
XC192023_11359,test
XC192023_3735,test
XC192023_7957,test
XC192026_15414,val
XC192026_18421,val
XC192026_2216,val
XC192027_12384,test
XC192027_124,test
XC192027_7760,test
XC19639_1454,test
XC19639_4467,test
XC19639_7560,test
XC197619_12757,train
XC197619_19304,train
XC197619_28434,train
XC197619_39359,train
XC197619_4476,train
XC197619_46915,train
XC204535_1454,val
XC204535_4454,val
XC204898_10315,test
XC204898_1315,test
XC204898_4315,test
XC204898_7315,test
XC205073_1137,val
XC205792_4251,train
XC205792_626,train
XC205792_9981,train
XC217355_651,val
XC264245_0,train
XC264245_13263,train
XC264245_16265,train
XC264245_3010,train
XC264245_7110,train
XC266476_4305,val
XC266476_857,val
XC269423_0,val
XC269423_3399,val
XC269435_113,train
XC269435_12815,train
XC269435_17109,train
XC269435_21177,train
XC269435_24974,train
XC269435_28587,train
XC269435_3111,train
XC269988_0,train
XC269988_13463,train
XC269988_16658,train
XC269988_20034,train
XC269988_7511,train
XC286713_11270,test
XC286713_1562,test
XC286713_4565,test
XC286713_8145,test
XC290553_12337,train
XC290553_15669,train
XC290553_18894,train
XC290553_23280,train
XC290553_26369,train
XC290553_334,train
XC290553_34222,train
XC290553_3531,train
XC290553_39916,train
XC290553_7814,train
XC290554_13955,train
XC290554_18811,train
XC290554_22387,train
XC290554_28272,train
XC290554_292,train
XC290554_6372,train
XC290555_108,train
XC290555_12108,train
XC290555_15108,train
XC290555_18108,train
XC290555_3108,train
XC290555_6108,train
XC290555_9108,train
XC291729_0,val
XC291729_3000,val
XC291729_8659,val
XC293219_17804,train
XC293219_1902,train
XC293219_26097,train
XC293219_29758,train
XC293219_38445,train
XC293219_44512,train
XC293219_48568,train
XC293219_56430,train
XC293219_68069,train
XC293219_77609,train
XC295158_10465,train
XC295158_1180,train
XC295158_17268,train
XC295158_20583,train
XC295158_24158,train
XC295158_27577,train
XC295158_30838,train
XC295158_34103,train
XC295158_4252,train
XC295158_7410,train
XC325283_3296,test
XC325283_46,test
XC325283_6481,test
XC325283_9487,test
XC356241_11232,train
XC356241_15363,train
XC356241_29680,train
XC356241_33739,train
XC356241_37797,train
XC356241_50048,train
XC356241_53932,train
XC356241_7992,train
XC369563_0,val
XC369563_2882,val
XC369564_13563,test
XC369564_4575,test
XC369564_8824,test
XC369564_939,test
XC369566_13229,train
XC369566_16369,train
XC369566_3704,train
XC369566_6704,train
XC369566_685,train
XC369566_9708,train
XC369567_15438,test
XC369567_3642,test
XC369567_611,test
XC369567_6704,test
XC369567_9832,test
XC36965_10845,train
XC36965_13854,train
XC36965_16863,train
XC36965_22901,train
XC36965_25910,train
XC36965_28920,train
XC36965_31929,train
XC36965_4390,train
XC36965_7835,train
XC36965_927,train
XC376315_0,val
XC376315_3001,val
XC376315_6493,val
XC376316_3033,val
XC376316_32,val
XC376316_6034,val
XC39156_18640,train
XC39156_22009,train
XC39156_25323,train
XC39156_34007,train
XC39156_37022,train
XC39156_3979,train
XC39156_40021,train
XC39156_7737,train
XC39156_925,train
XC40034_0,val
XC40034_6519,val
XC402013_13501,train
XC402013_16840,train
XC402013_20088,train
XC402013_27465,train
XC402013_30857,train
XC402013_34211,train
XC402013_43743,train
XC402013_47839,train
XC402013_52441,train
XC402013_58995,train
XC403727_10098,val
XC403727_1327,val
XC403727_5336,val
XC403728_0,val
XC403728_2749,val
XC403728_6325,val
XC413677_3984,val
XC413677_6985,val
XC413677_984,val
XC42618_11870,test
XC42618_15047,test
XC42618_5158,test
XC42618_8622,test
XC42618_986,test
XC448094_12809,train
XC448094_23393,train
XC448094_29326,train
XC448094_487,train
XC448094_9803,train
XC477125_11008,test
XC477125_15919,test
XC477125_188,test
XC477125_22543,test
XC477125_3561,test
XC481276_0,train
XC481276_11818,train
XC481276_18161,train
XC481276_21164,train
XC481276_4076,train
XC481276_7763,train
XC575557_213,val
XC575557_3213,val
XC575557_6213,val
XC575558_17149,val
XC575558_695,val
XC575559_12227,train
XC575559_227,train
XC575559_26300,train
XC575559_29300,train
XC575559_3227,train
XC575559_32299,train
XC575559_48142,train
XC575559_51139,train
XC575559_6227,train
XC575559_9227,train
XC575560_3597,test
XC575560_596,test
XC575560_6663,test
XC598139_10000,test
XC598139_14782,test
XC598139_3777,test
XC598139_387,test
XC598139_6942,test
XC606859_3739,train
XC606859_6739,train
XC606859_872,train
XC619809_1163,train
XC619809_17959,train
XC619809_20959,train
XC619809_23955,train
XC619809_26955,train
XC619809_5299,train
XC621232_0,train
XC621232_12000,train
XC621232_15000,train
XC621232_17997,train
XC621232_3000,train
XC621232_6000,train
XC621232_9000,train
XC631904_13463,train
XC631904_17731,train
XC631904_20881,train
XC631904_33419,train
XC631904_3905,train
XC631904_44256,train
XC631904_55708,train
XC631904_59359,train
XC631904_66178,train
XC631904_7332,train
XC631908_3512,val
XC631908_510,val
XC631908_6513,val
XC647048_5294,val
XC684609_168,val
XC684609_3292,val
XC684609_6320,val
XC69653_13852,train
XC69653_16852,train
XC69653_1898,train
XC69653_19851,train
XC69653_24783,train
XC69653_6371,train
XC722973_3164,test
XC722973_6824,test
XC722973_86,test
XC724541_3854,val
XC724541_855,val
XC724545_3949,train
XC724545_947,train
XC724548_2465,val
XC724548_5556,val
XC730935_10589,test
XC730935_3676,test
XC730935_696,test
XC730935_7240,test
XC756488_18534,train
XC756488_2295,train
XC756488_24119,train
XC756488_28504,train
XC756488_32753,train
XC756488_39925,train
XC756488_47108,train
XC756488_51836,train
XC756488_57043,train
XC756488_8051,train
XC762343_1028,test
XC762343_12881,test
XC762343_18297,test
XC762343_4028,test
XC762343_7678,test
XC764668_3836,val
XC764668_835,val
XC782696_0,train
XC782696_10711,train
XC782696_14354,train
XC782696_17979,train
XC782696_3090,train
XC782696_7644,train
XC79314_12186,train
XC79314_15186,train
XC79314_18186,train
XC79314_186,train
XC79314_3186,train
XC79314_6186,train
XC79314_9186,train
XC795095_12091,test
XC795095_17301,test
XC795095_21892,test
XC795095_4712,test
XC795095_8628,test
XC798838_13867,test
XC798838_226,test
XC798838_3627,test
XC798838_7315,test
XC804558_2126,train
XC804558_45846,train
XC804558_48846,train
XC804558_5126,train
XC804558_51846,train
XC804558_65757,train
XC804558_68757,train
XC804558_71754,train
XC804558_78010,train
XC804558_81015,train
XC805862_14310,train
XC805862_19249,train
XC805862_24163,train
XC805862_2758,train
XC805862_39,train
XC805862_5745,train
XC805862_8746,train
XC823277_12071,train
XC823277_15071,train
XC823277_18071,train
XC823277_3071,train
XC823277_6071,train
XC823277_71,train
XC823277_9071,train
XC825796_10663,test
XC825796_14328,test
XC825796_549,test
XC825796_5792,test
XC825797_14583,train
XC825797_18801,train
XC825797_26934,train
XC825797_30821,train
XC825797_35205,train
XC825797_38761,train
XC825797_42896,train
XC825797_49981,train
XC825797_5045,train
XC825797_8849,train
XC859462_11766,train
XC859462_14759,train
XC859462_19987,train
XC859462_23090,train
XC859462_28576,train
XC859462_32382,train
XC859462_326,train
XC859462_35892,train
XC859462_4728,train
XC859462_8349,train
XC86946_10595,train
XC86946_13974,train
XC86946_20251,train
XC86946_25007,train
XC86946_29512,train
XC86946_32807,train
XC86946_36707,train
XC86946_41338,train
XC86946_6653,train
XC86946_86,train
XC86947_14737,train
XC86947_19783,train
XC86947_24830,train
XC86947_28545,train
XC86947_3216,train
XC86947_34224,train
XC86947_40698,train
XC86947_62277,train
XC86947_67994,train
XC86947_8959,train
XC892782_446,val
XC893700_1222,train
XC893700_14400,train
XC893700_18693,train
XC893700_25013,train
XC893700_29187,train
XC893700_33272,train
XC893700_37505,train
XC893700_41858,train
XC893700_4352,train
XC893700_46897,train
XC894014_10208,test
XC894014_13208,test
XC894014_22208,test
XC894014_7208,test
XC896209_18628,train
XC896209_22107,train
XC896209_25925,train
XC896209_30636,train
XC896209_338,train
XC896209_34239,train
XC896209_37380,train
XC896209_4125,train
XC896209_41382,train
XC896209_45170,train
XC937964_68685,val
XC940167_10452,train
XC940167_14187,train
XC940167_17820,train
XC940167_21331,train
XC940167_24842,train
XC940167_28800,train
XC940167_32047,train
XC940167_3612,train
XC940167_441,train
XC940167_7029,train
XC964318_340,val
XC964318_3873,val
XC977990_12781,train
XC977990_15781,train
XC977990_18781,train
XC977990_21781,train
XC977990_24781,train
XC977990_27781,train
XC977990_3781,train
XC977990_6781,train
XC977990_781,train
XC977990_9781,train
XC977991_12280,train
XC977991_15810,train
XC977991_18810,train
XC977991_21813,train
XC977991_3810,train
XC977991_810,train
XC977991_9274,train
XC978467_12437,train
XC978467_127,train
XC978467_27229,train
XC978467_31146,train
XC978467_3601,train
XC978467_37338,train
XC978467_42498,train
XC978467_48320,train
XC978467_58560,train
XC978467_7938,train
XC1011129_13796,train
XC1011129_18060,train
XC1011129_21061,train
XC1011129_24302,train
XC1011129_27780,train
XC1011129_330,train
XC1011129_3330,train
XC1011129_9188,train
XC1011131_12055,train
XC1011131_15401,train
XC1011131_18397,train
XC1011131_21394,train
XC1011131_24390,train
XC1011131_28525,train
XC1011131_3055,train
XC1011131_50,train
XC1011131_6055,train
XC1011131_9055,train
XC1029676_11807,train
XC1029676_16697,train
XC1029676_19834,train
XC1029676_24792,train
XC1029676_28658,train
XC1029676_33395,train
XC1029676_36566,train
XC1029676_45444,train
XC1029676_50085,train
XC1029676_7779,train
XC124350_14379,train
XC124350_23321,train
XC124350_30598,train
XC124350_37459,train
XC124350_44588,train
XC124350_51567,train
XC124350_57307,train
XC124350_65342,train
XC124350_815,train
XC124350_9818,train
XC125847_0,val
XC125847_11026,val
XC125847_3564,val
XC126377_11419,train
XC126377_15823,train
XC126377_19948,train
XC126377_26334,train
XC126377_31554,train
XC126377_326,train
XC126377_3332,train
XC126377_35493,train
XC126377_47704,train
XC126377_7224,train
XC150431_14650,val
XC150431_21333,val
XC150431_520,val
XC150431_8938,val
XC150690_0,train
XC150690_4519,train
XC150891_10014,train
XC150891_4012,train
XC150891_7007,train
XC151304_23290,train
XC151304_26455,train
XC151304_31747,train
XC151304_34748,train
XC151304_37771,train
XC151304_3979,train
XC151304_40906,train
XC151304_47153,train
XC151304_8848,train
XC151312_14112,train
XC151312_19331,train
XC151312_23066,train
XC151312_26066,train
XC151312_32537,train
XC151312_36698,train
XC151312_40433,train
XC151312_43781,train
XC151312_4476,train
XC151312_47689,train
XC153788_0,train
XC153788_3000,train
XC161477_11963,train
XC161477_19181,train
XC161477_25840,train
XC161477_30974,train
XC161477_38398,train
XC161477_43899,train
XC161477_4777,train
XC161477_506,train
XC161477_54829,train
XC161477_67078,train
XC164666_0,train
XC164666_17715,train
XC164666_21867,train
XC164666_27861,train
XC164666_3000,train
XC164666_36294,train
XC164666_46256,train
XC164666_9129,train
XC174985_1219,test
XC174985_14104,test
XC174985_6866,test
XC184289_21557,test
XC184289_25659,test
XC184289_32584,test
XC184289_43683,test
XC184289_47619,test
XC184289_7138,test
XC187429_11638,test
XC187429_18483,test
XC187429_2216,test
XC187429_24000,test
XC187429_29459,test
XC189108_0,val
XC189108_3000,val
XC189108_9000,val
XC190966_10367,train
XC190966_13425,train
XC190966_16458,train
XC190966_21419,train
XC190966_24426,train
XC190966_312,train
XC190966_3580,train
XC190966_6650,train
XC191870_14241,train
XC191870_25256,train
XC191870_33153,train
XC191870_384,train
XC191870_55003,train
XC191870_60469,train
XC191870_64932,train
XC191870_69204,train
XC191870_77471,train
XC191870_90982,train
XC192030_0,val
XC192030_3722,val
XC192031_10431,train
XC192031_13919,train
XC192031_16919,train
XC192031_20151,train
XC192031_24968,train
XC192031_3209,train
XC192031_7431,train
XC192034_155,train
XC192034_18264,train
XC192034_21264,train
XC192034_26545,train
XC192034_34858,train
XC192034_40482,train
XC192034_57884,train
XC192034_6283,train
XC192034_65174,train
XC192034_9526,train
XC197127_103,test
XC197127_11316,test
XC197127_15908,test
XC197127_20097,test
XC197127_4233,test
XC197127_7458,test
XC197128_11700,val
XC197128_194,val
XC197128_7085,val
XC197869_12146,test
XC197869_16285,test
XC197869_4366,test
XC197869_611,test
XC197869_8321,test
XC198426_14067,test
XC198426_18472,test
XC198426_5187,test
XC198426_8510,test
XC198426_92,test
XC198428_0,val
XC198428_9678,val
XC198430_0,train
XC198430_12851,train
XC198430_16762,train
XC198430_20980,train
XC198430_25013,train
XC198430_28525,train
XC198430_31577,train
XC198430_3714,train
XC198430_8435,train
XC207243_0,val
XC207243_6000,val
XC207723_0,test
XC207723_11215,test
XC207723_15368,test
XC207723_18823,test
XC207723_3000,test
XC207869_0,val
XC207869_15797,val
XC207869_3495,val
XC207869_8738,val
XC211552_0,train
XC211552_2525,train
XC211553_0,train
XC211553_3060,train
XC214418_12588,test
XC214418_1346,test
XC214418_38093,test
XC214418_53414,test
XC214418_6074,test
XC214418_66401,test
XC216876_12125,train
XC216876_15867,train
XC216876_20715,train
XC216876_25355,train
XC216876_4570,train
XC216876_789,train
XC216876_8861,train
XC236320_0,val
XC236320_11692,val
XC236320_5598,val
XC26057_16755,val
XC26057_27774,val
XC26057_702,val
XC26057_9234,val
XC26251_13741,train
XC26251_1833,train
XC26251_18380,train
XC26251_24110,train
XC26251_28659,train
XC26251_34935,train
XC26251_40782,train
XC26251_8769,train
XC26252_12712,train
XC26252_22378,train
XC26252_2536,train
XC26252_29399,train
XC26253_12640,train
XC26253_20158,train
XC26253_27464,train
XC26253_33000,train
XC26253_40204,train
XC26253_45506,train
XC26253_464,train
XC26253_7092,train
XC266954_6371,val
XC268331_11049,train
XC268331_15264,train
XC268331_19135,train
XC268331_22931,train
XC268331_3015,train
XC268331_30860,train
XC268331_50775,train
XC268433_11368,val
XC268433_3089,val
XC284767_0,val
XC284767_8373,val
XC290678_11985,val
XC290678_6093,val
XC290678_93,val
XC290679_11875,train
XC290679_16758,train
XC290679_19799,train
