# split_ratio=80:10:10 seed=42 objective=4 solver=mip_cbc
file_id,split
XC164693_41724,train
XC164693_7061,train
XC166850_327,train
XC166850_3327,train
XC166850_6327,train
XC166851_1012,train
XC166851_4012,train
XC166851_7012,train
XC177320_11220,train
XC177320_16934,train
XC177320_20213,train
XC177320_23661,train
XC177320_26661,train
XC177320_317,train
XC177320_3317,train
XC177320_33690,train
XC177320_36690,train
XC177320_6341,train
XC177321_1655,val
XC177321_4655,val
XC179372_114,test
XC179372_3114,test
XC179372_6114,test
XC179374_12407,test
XC179374_1949,test
XC179374_8106,test
XC186559_0,train
XC186559_15187,train
XC186559_18728,train
XC186559_25571,train
XC186559_28608,train
XC186559_3013,train
XC186559_6573,train
XC192023_0,train
XC192023_11359,train
XC192023_3735,train
XC192023_7957,train
XC192026_15414,train
XC192026_18421,train
XC192026_2216,train
XC192027_12384,train
XC192027_124,train
XC192027_7760,train
XC19639_1454,train
XC19639_4467,train
XC19639_7560,train
XC197619_12757,train
XC197619_19304,train
XC197619_28434,train
XC197619_39359,train
XC197619_4476,train
XC197619_46915,train
XC204535_1454,train
XC204535_4454,train
XC204898_10315,train
XC204898_1315,train
XC204898_4315,train
XC204898_7315,train
XC205073_1137,val
XC205792_4251,test
XC205792_626,test
XC205792_9981,test
XC217355_651,val
XC264245_0,train
XC264245_13263,train
XC264245_16265,train
XC264245_3010,train
XC264245_7110,train
XC266476_4305,val
XC266476_857,val
XC269423_0,test
XC269423_3399,test
XC269435_113,train
XC269435_12815,train
XC269435_17109,train
XC269435_21177,train
XC269435_24974,train
XC269435_28587,train
XC269435_3111,train
XC269988_0,train
XC269988_13463,train
XC269988_16658,train
XC269988_20034,train
XC269988_7511,train
XC286713_11270,train
XC286713_1562,train
XC286713_4565,train
XC286713_8145,train
XC290553_12337,train
XC290553_15669,train
XC290553_18894,train
XC290553_23280,train
XC290553_26369,train
XC290553_334,train
XC290553_34222,train
XC290553_3531,train
XC290553_39916,train
XC290553_7814,train
XC290554_13955,train
XC290554_18811,train
XC290554_22387,train
XC290554_28272,train
XC290554_292,train
XC290554_6372,train
XC290555_108,train
XC290555_12108,train
XC290555_15108,train
XC290555_18108,train
XC290555_3108,train
XC290555_6108,train
XC290555_9108,train
XC291729_0,train
XC291729_3000,train
XC291729_8659,train
XC293219_17804,train
XC293219_1902,train
XC293219_26097,train
XC293219_29758,train
XC293219_38445,train
XC293219_44512,train
XC293219_48568,train
XC293219_56430,train
XC293219_68069,train
XC293219_77609,train
XC295158_10465,train
XC295158_1180,train
XC295158_17268,train
XC295158_20583,train
XC295158_24158,train
XC295158_27577,train
XC295158_30838,train
XC295158_34103,train
XC295158_4252,train
XC295158_7410,train
XC325283_3296,train
XC325283_46,train
XC325283_6481,train
XC325283_9487,train
XC356241_11232,train
XC356241_15363,train
XC356241_29680,train
XC356241_33739,train
XC356241_37797,train
XC356241_50048,train
XC356241_53932,train
XC356241_7992,train
XC369563_0,test
XC369563_2882,test
XC369564_13563,train
XC369564_4575,train
XC369564_8824,train
XC369564_939,train
XC369566_13229,test
XC369566_16369,test
XC369566_3704,test
XC369566_6704,test
XC369566_685,test
XC369566_9708,test
XC369567_15438,val
XC369567_3642,val
XC369567_611,val
XC369567_6704,val
XC369567_9832,val
XC36965_10845,train
XC36965_13854,train
XC36965_16863,train
XC36965_22901,train
XC36965_25910,train
XC36965_28920,train
XC36965_31929,train
XC36965_4390,train
XC36965_7835,train
XC36965_927,train
XC376315_0,test
XC376315_3001,test
XC376315_6493,test
XC376316_3033,train
XC376316_32,train
XC376316_6034,train
XC39156_18640,train
XC39156_22009,train
XC39156_25323,train
XC39156_34007,train
XC39156_37022,train
XC39156_3979,train
XC39156_40021,train
XC39156_7737,train
XC39156_925,train
XC40034_0,train
XC40034_6519,train
XC402013_13501,train
XC402013_16840,train
XC402013_20088,train
XC402013_27465,train
XC402013_30857,train
XC402013_34211,train
XC402013_43743,train
XC402013_47839,train
XC402013_52441,train
XC402013_58995,train
XC403727_10098,test
XC403727_1327,test
XC403727_5336,test
XC403728_0,train
XC403728_2749,train
XC403728_6325,train
XC413677_3984,train
XC413677_6985,train
XC413677_984,train
XC42618_11870,test
XC42618_15047,test
XC42618_5158,test
XC42618_8622,test
XC42618_986,test
XC448094_12809,train
XC448094_23393,train
XC448094_29326,train
XC448094_487,train
XC448094_9803,train
XC477125_11008,train
XC477125_15919,train
XC477125_188,train
XC477125_22543,train
XC477125_3561,train
XC481276_0,train
XC481276_11818,train
XC481276_18161,train
XC481276_21164,train
XC481276_4076,train
XC481276_7763,train
XC575557_213,train
XC575557_3213,train
XC575557_6213,train
XC575558_17149,test
XC575558_695,test
XC575559_12227,train
XC575559_227,train
XC575559_26300,train
XC575559_29300,train
XC575559_3227,train
XC575559_32299,train
XC575559_48142,train
XC575559_51139,train
XC575559_6227,train
XC575559_9227,train
XC575560_3597,val
XC575560_596,val
XC575560_6663,val
XC598139_10000,train
XC598139_14782,train
XC598139_3777,train
XC598139_387,train
XC598139_6942,train
XC606859_3739,train
XC606859_6739,train
XC606859_872,train
XC619809_1163,train
XC619809_17959,train
XC619809_20959,train
XC619809_23955,train
XC619809_26955,train
XC619809_5299,train
XC621232_0,val
XC621232_12000,val
XC621232_15000,val
XC621232_17997,val
XC621232_3000,val
XC621232_6000,val
XC621232_9000,val
XC631904_13463,train
XC631904_17731,train
XC631904_20881,train
XC631904_33419,train
XC631904_3905,train
XC631904_44256,train
XC631904_55708,train
XC631904_59359,train
XC631904_66178,train
XC631904_7332,train
XC631908_3512,train
XC631908_510,train
XC631908_6513,train
XC647048_5294,train
XC684609_168,test
XC684609_3292,test
XC684609_6320,test
XC69653_13852,train
XC69653_16852,train
XC69653_1898,train
XC69653_19851,train
XC69653_24783,train
XC69653_6371,train
XC722973_3164,train
XC722973_6824,train
XC722973_86,train
XC724541_3854,train
XC724541_855,train
XC724545_3949,test
XC724545_947,test
XC724548_2465,train
XC724548_5556,train
XC730935_10589,train
XC730935_3676,train
XC730935_696,train
XC730935_7240,train
XC756488_18534,train
XC756488_2295,train
XC756488_24119,train
XC756488_28504,train
XC756488_32753,train
XC756488_39925,train
XC756488_47108,train
XC756488_51836,train
XC756488_57043,train
XC756488_8051,train
XC762343_1028,train
XC762343_12881,train
XC762343_18297,train
XC762343_4028,train
XC762343_7678,train
XC764668_3836,test
XC764668_835,test
XC782696_0,train
XC782696_10711,train
XC782696_14354,train
XC782696_17979,train
XC782696_3090,train
XC782696_7644,train
XC79314_12186,train
XC79314_15186,train
XC79314_18186,train
XC79314_186,train
XC79314_3186,train
XC79314_6186,train
XC79314_9186,train
XC795095_12091,val
XC795095_17301,val
XC795095_21892,val
XC795095_4712,val
XC795095_8628,val
XC798838_13867,train
XC798838_226,train
XC798838_3627,train
XC798838_7315,train
XC804558_2126,train
XC804558_45846,train
XC804558_48846,train
XC804558_5126,train
XC804558_51846,train
XC804558_65757,train
XC804558_68757,train
XC804558_71754,train
XC804558_78010,train
XC804558_81015,train
XC805862_14310,val
XC805862_19249,val
XC805862_24163,val
XC805862_2758,val
XC805862_39,val
XC805862_5745,val
XC805862_8746,val
XC823277_12071,val
XC823277_15071,val
XC823277_18071,val
XC823277_3071,val
XC823277_6071,val
XC823277_71,val
XC823277_9071,val
XC825796_10663,train
XC825796_14328,train
XC825796_549,train
XC825796_5792,train
XC825797_14583,train
XC825797_18801,train
XC825797_26934,train
XC825797_30821,train
XC825797_35205,train
XC825797_38761,train
XC825797_42896,train
XC825797_49981,train
XC825797_5045,train
XC825797_8849,train
XC859462_11766,train
XC859462_14759,train
XC859462_19987,train
XC859462_23090,train
XC859462_28576,train
XC859462_32382,train
XC859462_326,train
XC859462_35892,train
XC859462_4728,train
XC859462_8349,train
XC86946_10595,val
XC86946_13974,val
XC86946_20251,val
XC86946_25007,val
XC86946_29512,val
XC86946_32807,val
XC86946_36707,val
XC86946_41338,val
XC86946_6653,val
XC86946_86,val
XC86947_14737,train
XC86947_19783,train
XC86947_24830,train
XC86947_28545,train
XC86947_3216,train
XC86947_34224,train
XC86947_40698,train
XC86947_62277,train
XC86947_67994,train
XC86947_8959,train
XC892782_446,train
XC893700_1222,train
XC893700_14400,train
XC893700_18693,train
XC893700_25013,train
XC893700_29187,train
XC893700_33272,train
XC893700_37505,train
XC893700_41858,train
XC893700_4352,train
XC893700_46897,train
XC894014_10208,train
XC894014_13208,train
XC894014_22208,train
XC894014_7208,train
XC896209_18628,train
XC896209_22107,train
XC896209_25925,train
XC896209_30636,train
XC896209_338,train
XC896209_34239,train
XC896209_37380,train
XC896209_4125,train
XC896209_41382,train
XC896209_45170,train
XC937964_68685,train
XC940167_10452,train
XC940167_14187,train
XC940167_17820,train
XC940167_21331,train
XC940167_24842,train
XC940167_28800,train
XC940167_32047,train
XC940167_3612,train
XC940167_441,train
XC940167_7029,train
XC964318_340,train
XC964318_3873,train
XC977990_12781,train
XC977990_15781,train
XC977990_18781,train
XC977990_21781,train
XC977990_24781,train
XC977990_27781,train
XC977990_3781,train
XC977990_6781,train
XC977990_781,train
XC977990_9781,train
XC977991_12280,train
XC977991_15810,train
XC977991_18810,train
XC977991_21813,train
XC977991_3810,train
XC977991_810,train
XC977991_9274,train
XC978467_12437,train
XC978467_127,train
XC978467_27229,train
XC978467_31146,train
XC978467_3601,train
XC978467_37338,train
XC978467_42498,train
XC978467_48320,train
XC978467_58560,train
XC978467_7938,train
XC1011129_13796,test
XC1011129_18060,test
XC1011129_21061,test
XC1011129_24302,test
XC1011129_27780,test
XC1011129_330,test
XC1011129_3330,test
XC1011129_9188,test
XC1011131_12055,train
XC1011131_15401,train
XC1011131_18397,train
XC1011131_21394,train
XC1011131_24390,train
XC1011131_28525,train
XC1011131_3055,train
XC1011131_50,train
XC1011131_6055,train
XC1011131_9055,train
XC1029676_11807,train
XC1029676_16697,train
XC1029676_19834,train
XC1029676_24792,train
XC1029676_28658,train
XC1029676_33395,train
XC1029676_36566,train
XC1029676_45444,train
XC1029676_50085,train
XC1029676_7779,train
XC124350_14379,train
XC124350_23321,train
XC124350_30598,train
XC124350_37459,train
XC124350_44588,train
XC124350_51567,train
XC124350_57307,train
XC124350_65342,train
XC124350_815,train
XC124350_9818,train
XC125847_0,train
XC125847_11026,train
XC125847_3564,train
XC126377_11419,train
XC126377_15823,train
XC126377_19948,train
XC126377_26334,train
XC126377_31554,train
XC126377_326,train
XC126377_3332,train
XC126377_35493,train
XC126377_47704,train
XC126377_7224,train
XC150431_14650,test
XC150431_21333,test
XC150431_520,test
XC150431_8938,test
XC150690_0,test
XC150690_4519,test
XC150891_10014,val
XC150891_4012,val
XC150891_7007,val
XC151304_23290,train
XC151304_26455,train
XC151304_31747,train
XC151304_34748,train
XC151304_37771,train
XC151304_3979,train
XC151304_40906,train
XC151304_47153,train
XC151304_8848,train
XC151312_14112,train
XC151312_19331,train
XC151312_23066,train
XC151312_26066,train
XC151312_32537,train
XC151312_36698,train
XC151312_40433,train
XC151312_43781,train
XC151312_4476,train
XC151312_47689,train
XC153788_0,train
XC153788_3000,train
XC161477_11963,train
XC161477_19181,train
XC161477_25840,train
XC161477_30974,train
XC161477_38398,train
XC161477_43899,train
XC161477_4777,train
XC161477_506,train
XC161477_54829,train
XC161477_67078,train
XC164666_0,train
XC164666_17715,train
XC164666_21867,train
XC164666_27861,train
XC164666_3000,train
XC164666_36294,train
XC164666_46256,train
XC164666_9129,train
XC174985_1219,train
XC174985_14104,train
XC174985_6866,train
XC184289_21557,train
XC184289_25659,train
XC184289_32584,train
XC184289_43683,train
XC184289_47619,train
XC184289_7138,train
XC187429_11638,train
XC187429_18483,train
XC187429_2216,train
XC187429_24000,train
XC187429_29459,train
XC189108_0,train
XC189108_3000,train
XC189108_9000,train
XC190966_10367,train
XC190966_13425,train
XC190966_16458,train
XC190966_21419,train
XC190966_24426,train
XC190966_312,train
XC190966_3580,train
XC190966_6650,train
XC191870_14241,train
XC191870_25256,train
XC191870_33153,train
XC191870_384,train
XC191870_55003,train
XC191870_60469,train
XC191870_64932,train
XC191870_69204,train
XC191870_77471,train
XC191870_90982,train
XC192030_0,test
XC192030_3722,test
XC192031_10431,train
XC192031_13919,train
XC192031_16919,train
XC192031_20151,train
XC192031_24968,train
XC192031_3209,train
XC192031_7431,train
XC192034_155,val
XC192034_18264,val
XC192034_21264,val
XC192034_26545,val
XC192034_34858,val
XC192034_40482,val
XC192034_57884,val
XC192034_6283,val
XC192034_65174,val
XC192034_9526,val
XC197127_103,val
XC197127_11316,val
XC197127_15908,val
XC197127_20097,val
XC197127_4233,val
XC197127_7458,val
XC197128_11700,train
XC197128_194,train
XC197128_7085,train
XC197869_12146,train
XC197869_16285,train
XC197869_4366,train
XC197869_611,train
XC197869_8321,train
XC198426_14067,train
XC198426_18472,train
XC198426_5187,train
XC198426_8510,train
XC198426_92,train
XC198428_0,test
XC198428_9678,test
XC198430_0,train
XC198430_12851,train
XC198430_16762,train
XC198430_20980,train
XC198430_25013,train
XC198430_28525,train
XC198430_31577,train
XC198430_3714,train
XC198430_8435,train
XC207243_0,test
XC207243_6000,test
XC207723_0,train
XC207723_11215,train
XC207723_15368,train
XC207723_18823,train
XC207723_3000,train
XC207869_0,test
XC207869_15797,test
XC207869_3495,test
XC207869_8738,test
XC211552_0,val
XC211552_2525,val
XC211553_0,test
XC211553_3060,test
XC214418_12588,train
XC214418_1346,train
XC214418_38093,train
XC214418_53414,train
XC214418_6074,train
XC214418_66401,train
XC216876_12125,train
XC216876_15867,train
XC216876_20715,train
XC216876_25355,train
XC216876_4570,train
XC216876_789,train
XC216876_8861,train
XC236320_0,val
XC236320_11692,val
XC236320_5598,val
XC26057_16755,train
XC26057_27774,train
XC26057_702,train
XC26057_9234,train
XC26251_13741,train
XC26251_1833,train
XC26251_18380,train
XC26251_24110,train
XC26251_28659,train
XC26251_34935,train
XC26251_40782,train
XC26251_8769,train
XC26252_12712,train
XC26252_22378,train
XC26252_2536,train
XC26252_29399,train
XC26253_12640,val
XC26253_20158,val
XC26253_27464,val
XC26253_33000,val
XC26253_40204,val
XC26253_45506,val
XC26253_464,val
XC26253_7092,val
XC266954_6371,val
XC268331_11049,train
XC268331_15264,train
XC268331_19135,train
XC268331_22931,train
XC268331_3015,train
XC268331_30860,train
XC268331_50775,train
XC268433_11368,train
XC268433_3089,train
XC284767_0,test
XC284767_8373,test
XC290678_11985,train
XC290678_6093,train
XC290678_93,train
XC290679_11875,train
XC290679_16758,train
XC290679_19799,train
