file_id,source_id,clip_index,sampling_rate,snr_db,rms_db,peak_amplitude,is_clipped
XC161431_20840,161431,20840,44100,14.40,-45.17,0.0929,False
XC161431_26972,161431,26972,44100,24.90,-31.21,0.3792,False
XC161431_31311,161431,31311,44100,27.43,-28.09,0.4734,False
XC161431_47293,161431,47293,44100,29.49,-21.79,0.4963,False
XC161431_69478,161431,69478,44100,25.13,-25.93,0.3853,False
XC161431_8233,161431,8233,44100,17.14,-41.52,0.1075,False
XC161968_0,161968,0,44100,12.52,-35.51,0.1546,False
XC161968_15274,161968,15274,44100,21.86,-25.98,0.4081,False
XC161968_21201,161968,21201,44100,24.52,-24.89,0.3664,False
XC161968_3749,161968,3749,44100,23.21,-26.64,0.4635,False
XC161968_6840,161968,6840,44100,18.53,-31.20,0.2806,False
XC162827_0,162827,0,44100,25.06,-38.15,0.1351,False
XC162827_12000,162827,12000,44100,27.54,-34.42,0.1925,False
XC162827_3000,162827,3000,44100,24.23,-39.04,0.1172,False
XC162827_6000,162827,6000,44100,28.89,-35.31,0.1626,False
XC162827_9000,162827,9000,44100,28.20,-34.49,0.1945,False
XC162828_11996,162828,11996,44100,23.96,-29.54,0.3825,False
XC162828_17482,162828,17482,44100,26.74,-26.20,0.4158,False
XC162828_20482,162828,20482,44100,24.47,-29.54,0.2983,False
XC162828_26597,162828,26597,44100,21.31,-32.19,0.2812,False
XC162828_296,162828,296,44100,25.46,-29.14,0.5304,False
XC162828_4518,162828,4518,44100,25.63,-27.15,0.4923,False
XC162828_7801,162828,7801,44100,19.79,-31.75,0.2580,False
XC166251_10346,166251,10346,44100,21.91,-29.00,0.2716,False
XC166251_182,166251,182,44100,26.17,-32.67,0.2354,False
XC166251_18944,166251,18944,44100,23.38,-32.23,0.2637,False
XC166251_25002,166251,25002,44100,19.29,-30.90,0.2400,False
XC166251_37767,166251,37767,44100,32.04,-30.14,0.2798,False
XC166251_43438,166251,43438,44100,23.46,-31.63,0.2907,False
XC175830_46,175830,46,44100,27.67,-18.05,0.5212,False
XC179229_104245,179229,104245,44100,19.59,-27.28,0.3469,False
XC179229_12086,179229,12086,44100,15.17,-24.13,0.3965,False
XC179229_18021,179229,18021,44100,21.55,-23.40,0.4644,False
XC179229_23700,179229,23700,44100,20.59,-24.24,0.3517,False
XC179229_29314,179229,29314,44100,19.68,-25.41,0.3336,False
XC179229_3349,179229,3349,44100,20.27,-22.48,0.4665,False
XC179229_51906,179229,51906,44100,16.49,-30.33,0.2166,False
XC179229_6751,179229,6751,44100,18.18,-24.26,0.5027,False
XC179229_68687,179229,68687,44100,19.64,-26.49,0.2933,False
XC179229_82770,179229,82770,44100,19.98,-25.87,0.3837,False
XC181991_19674,181991,19674,44100,19.90,-37.07,0.0898,False
XC181991_25757,181991,25757,44100,18.83,-37.33,0.1183,False
XC181991_31606,181991,31606,44100,19.56,-34.46,0.1201,False
XC181992_12077,181992,12077,44100,21.16,-22.20,0.3413,False
XC181992_16950,181992,16950,44100,21.19,-20.38,0.4535,False
XC181992_20332,181992,20332,44100,19.29,-20.66,0.4006,False
XC182810_12276,182810,12276,44100,4.34,-21.77,0.5846,False
XC182810_268,182810,268,44100,4.57,-19.46,0.6520,False
XC182810_7612,182810,7612,44100,3.37,-22.66,0.5795,False
XC189420_10568,189420,10568,44100,12.52,-28.81,0.1879,False
XC189420_15056,189420,15056,44100,27.87,-28.59,0.2276,False
XC189420_21350,189420,21350,44100,15.37,-29.19,0.2068,False
XC189420_25865,189420,25865,44100,14.41,-26.25,0.4010,False
XC189420_4243,189420,4243,44100,11.05,-27.71,0.2175,False
XC189420_658,189420,658,44100,17.32,-19.48,0.6785,False
XC189420_7477,189420,7477,44100,29.38,-28.32,0.4105,False
XC190308_1236,190308,1236,44100,14.81,-21.92,0.5238,False
XC190308_20680,190308,20680,44100,14.93,-21.16,0.5137,False
XC190308_24542,190308,24542,44100,17.29,-16.37,0.7817,False
XC190308_30277,190308,30277,44100,4.69,-32.41,0.1400,False
XC190308_33279,190308,33279,44100,14.52,-23.05,0.5886,False
XC190873_0,190873,0,44100,15.64,-26.98,0.2843,False
XC190873_2728,190873,2728,44100,16.41,-26.92,0.2642,False
XC190874_2452,190874,2452,44100,26.76,-24.12,0.4221,False
XC19400_1044,19400,1044,44100,15.45,-21.08,0.7905,False
XC19400_29855,19400,29855,44100,28.85,-23.41,0.7034,False
XC19400_57109,19400,57109,44100,26.58,-28.07,0.2876,False
XC194196_1534,194196,1534,44100,21.79,-27.01,0.4984,False
XC194196_16751,194196,16751,44100,24.26,-25.43,0.5819,False
XC194196_25316,194196,25316,44100,24.27,-26.24,0.5318,False
XC194196_28799,194196,28799,44100,27.18,-23.76,0.8875,False
XC194196_31967,194196,31967,44100,26.68,-23.41,0.6825,False
XC194196_35301,194196,35301,44100,26.34,-23.51,0.7171,False
XC194196_5033,194196,5033,44100,24.98,-25.41,0.5190,False
XC194905_3994,194905,3994,44100,5.37,-24.72,0.3108,False
XC194905_995,194905,995,44100,6.07,-23.66,0.3369,False
XC196584_12124,196584,12124,44100,1.45,-58.27,0.0057,False
XC196584_15124,196584,15124,44100,1.25,-58.22,0.0049,False
XC196584_21784,196584,21784,44100,1.50,-57.88,0.0060,False
XC196584_25162,196584,25162,44100,1.61,-58.18,0.0062,False
XC196584_36634,196584,36634,44100,1.37,-58.36,0.0051,False
XC196584_43543,196584,43543,44100,1.71,-57.63,0.0060,False
XC196584_52519,196584,52519,44100,1.32,-58.20,0.0050,False
XC196584_55519,196584,55519,44100,1.65,-57.96,0.0057,False
XC196584_6124,196584,6124,44100,1.69,-58.27,0.0062,False
XC196584_9124,196584,9124,44100,1.24,-58.31,0.0056,False
XC20267_11843,20267,11843,44100,18.22,-29.31,0.2558,False
XC20267_15187,20267,15187,44100,17.63,-29.27,0.2493,False
XC20267_3436,20267,3436,44100,16.53,-31.55,0.2448,False
XC20267_66,20267,66,44100,20.02,-27.30,0.3298,False
XC20267_7058,20267,7058,44100,15.67,-32.06,0.2366,False
XC236515_10244,236515,10244,44100,21.79,-29.78,0.2076,False
XC236515_13301,236515,13301,44100,22.70,-27.59,0.2371,False
XC236515_284,236515,284,44100,16.54,-34.11,0.1297,False
XC236515_6844,236515,6844,44100,18.82,-30.83,0.1878,False
XC24590_10813,24590,10813,44100,16.05,-38.20,0.0912,False
XC24590_14244,24590,14244,44100,17.86,-33.63,0.1068,False
XC24590_17810,24590,17810,44100,22.16,-30.78,0.1574,False
XC24590_23830,24590,23830,44100,27.19,-26.10,0.2526,False
XC24590_3163,24590,3163,44100,12.02,-43.38,0.0547,False
XC24590_7017,24590,7017,44100,15.21,-36.25,0.0857,False
XC24591_1044,24591,1044,44100,26.76,-26.98,0.2336,False
XC24591_13156,24591,13156,44100,30.16,-21.40,0.4464,False
XC24591_5473,24591,5473,44100,23.42,-25.04,0.3111,False
XC24591_9301,24591,9301,44100,28.41,-24.43,0.3080,False
XC27611_0,27611,0,44100,14.85,-40.87,0.0464,False
XC27611_11378,27611,11378,44100,8.13,-42.88,0.0376,False
XC27611_33154,27611,33154,44100,8.17,-44.03,0.0377,False
XC27611_36387,27611,36387,44100,7.70,-44.08,0.0345,False
XC27611_63043,27611,63043,44100,9.98,-41.01,0.0468,False
XC290513_3402,290513,3402,44100,21.35,-27.85,0.3156,False
XC290513_402,290513,402,44100,20.69,-25.69,0.3749,False
XC290513_6402,290513,6402,44100,20.01,-24.82,0.3326,False
XC290513_9402,290513,9402,44100,21.39,-27.18,0.3263,False
XC29590_121274,29590,121274,44100,6.98,-25.90,0.3748,False
XC29590_35263,29590,35263,44100,12.91,-25.74,0.3972,False
XC29590_423,29590,423,44100,20.24,-21.68,0.7826,False
XC29590_46752,29590,46752,44100,8.37,-25.01,0.2992,False
XC29590_49752,29590,49752,44100,20.24,-19.51,0.6307,False
XC29590_6541,29590,6541,44100,6.69,-17.67,0.7269,False
XC29590_66284,29590,66284,44100,19.33,-20.05,0.7235,False
XC29590_74435,29590,74435,44100,19.00,-21.01,0.5776,False
XC29590_9541,29590,9541,44100,18.55,-19.48,0.6929,False
XC29590_96130,29590,96130,44100,17.42,-19.83,0.7977,False
XC29594_10014,29594,10014,44100,26.19,-18.86,0.5009,False
XC29594_13949,29594,13949,44100,26.86,-18.82,0.4846,False
XC29594_17310,29594,17310,44100,27.27,-17.45,0.5563,False
XC29594_20472,29594,20472,44100,23.47,-22.32,0.4856,False
XC29594_2282,29594,2282,44100,23.57,-20.76,0.4847,False
XC29594_23886,29594,23886,44100,26.23,-19.25,0.5260,False
XC29594_6602,29594,6602,44100,24.51,-20.07,0.4978,False
XC301717_0,301717,0,44100,13.96,-24.42,0.4348,False
XC301717_12000,301717,12000,44100,20.64,-17.57,0.8110,False
XC301717_15000,301717,15000,44100,17.37,-20.09,0.8004,False
XC301717_18000,301717,18000,44100,20.88,-16.93,0.7675,False
XC301717_3000,301717,3000,44100,13.97,-23.80,0.4368,False
XC301717_6000,301717,6000,44100,17.64,-19.86,0.6116,False
XC301717_9000,301717,9000,44100,15.68,-21.18,0.7562,False
XC305691_1164,305691,1164,44100,21.66,-20.91,0.6772,False
XC305691_4165,305691,4165,44100,17.95,-24.80,0.5245,False
XC309568_11850,309568,11850,44100,16.16,-36.05,0.1247,False
XC309568_1570,309568,1570,44100,14.87,-34.02,0.1595,False
XC309568_4805,309568,4805,44100,12.92,-37.55,0.1501,False
XC309568_8036,309568,8036,44100,12.58,-38.59,0.0957,False
XC311271_1282,311271,1282,44100,30.39,-22.22,0.3974,False
XC311271_14109,311271,14109,44100,31.01,-21.17,0.4160,False
XC311271_17344,311271,17344,44100,32.93,-20.03,0.4780,False
XC311271_33505,311271,33505,44100,36.53,-17.24,0.5851,False
XC314337_13240,314337,13240,44100,28.92,-17.77,0.9876,False
XC314337_5340,314337,5340,44100,28.02,-26.21,0.2758,False
XC314337_667,314337,667,44100,25.30,-29.95,0.2180,False
XC314337_9308,314337,9308,44100,28.11,-21.29,0.7079,False
XC314339_375,314339,375,44100,27.44,-22.84,0.3619,False
XC314339_9558,314339,9558,44100,28.14,-25.47,0.3423,False
XC31590_1055,31590,1055,44100,16.87,-21.22,0.5959,False
XC31590_11841,31590,11841,44100,17.42,-21.56,0.5026,False
XC31590_4694,31590,4694,44100,18.74,-20.95,0.5502,False
XC31590_7909,31590,7909,44100,18.12,-21.04,0.6154,False
XC327430_11577,327430,11577,44100,33.90,-29.19,0.3025,False
XC327430_19913,327430,19913,44100,30.47,-32.62,0.1421,False
XC327430_4519,327430,4519,44100,31.99,-33.00,0.1530,False
XC35804_166,35804,166,44100,9.02,-23.83,0.4027,False
XC35804_3475,35804,3475,44100,15.92,-16.86,1.0000,True
XC35804_6795,35804,6795,44100,19.10,-14.43,1.0000,True
XC38335_10140,38335,10140,44100,15.43,-27.69,0.3760,False
XC38335_13141,38335,13141,44100,11.51,-20.56,0.4452,False
XC38335_16163,38335,16163,44100,18.38,-19.74,0.5063,False
XC38335_23935,38335,23935,44100,23.55,-20.66,0.5039,False
XC38335_26929,38335,26929,44100,22.83,-25.50,0.2821,False
XC38335_3738,38335,3738,44100,13.46,-20.60,0.4678,False
XC38335_735,38335,735,44100,12.76,-20.11,0.5783,False
XC400193_12377,400193,12377,44100,22.49,-22.69,0.4734,False
XC400193_16231,400193,16231,44100,20.33,-24.79,0.3843,False
XC400193_20286,400193,20286,44100,22.32,-22.03,0.5029,False
XC400193_3388,400193,3388,44100,23.82,-20.97,0.5050,False
XC400193_8629,400193,8629,44100,24.88,-21.25,0.4759,False
XC400194_13915,400194,13915,44100,18.59,-28.93,0.2531,False
XC400194_30872,400194,30872,44100,16.54,-30.48,0.2016,False
XC400194_34567,400194,34567,44100,15.05,-30.70,0.2052,False
XC400194_686,400194,686,44100,19.57,-26.39,0.2942,False
XC400194_7636,400194,7636,44100,18.28,-28.09,0.2591,False
XC414018_3511,414018,3511,44100,21.08,-21.12,0.6953,False
XC414018_511,414018,511,44100,29.25,-26.15,0.4329,False
XC423125_1003,423125,1003,44100,42.26,-32.31,0.2435,False
XC423125_16602,423125,16602,44100,22.06,-39.29,0.0917,False
XC423125_22495,423125,22495,44100,28.11,-29.32,0.2332,False
XC423125_29639,423125,29639,44100,31.94,-30.83,0.1846,False
XC426536_11112,426536,11112,44100,23.49,-28.94,0.2222,False
XC426536_14292,426536,14292,44100,22.37,-26.71,0.2490,False
XC426536_1729,426536,1729,44100,13.77,-39.20,0.0994,False
XC426536_17647,426536,17647,44100,27.08,-22.09,0.4959,False
XC426536_20652,426536,20652,44100,32.98,-20.47,0.5447,False
XC426536_4735,426536,4735,44100,16.68,-37.76,0.1035,False
XC426536_53571,426536,53571,44100,22.71,-35.19,0.1219,False
XC426536_61458,426536,61458,44100,30.40,-25.18,0.3216,False
XC426536_67060,426536,67060,44100,40.93,-14.55,0.8299,False
XC426536_7740,426536,7740,44100,16.83,-33.69,0.1223,False
XC426538_4983,426538,4983,44100,24.45,-23.48,0.5762,False
XC426538_9812,426538,9812,44100,26.97,-22.40,0.6749,False
XC444228_2004,444228,2004,44100,19.76,-33.71,0.2107,False
XC514743_13774,514743,13774,44100,17.01,-10.09,1.0000,True
XC514743_181,514743,181,44100,12.42,-13.60,1.0000,True
XC514743_4353,514743,4353,44100,15.32,-11.23,1.0000,True
XC514743_8446,514743,8446,44100,17.06,-10.97,1.0000,True
XC518843_1012,518843,1012,44100,16.11,-36.58,0.1293,False
XC518843_20686,518843,20686,44100,30.78,-22.87,0.5208,False
XC518843_23980,518843,23980,44100,30.95,-22.24,0.5249,False
XC518843_37834,518843,37834,44100,17.42,-35.78,0.1751,False
XC518843_41917,518843,41917,44100,19.47,-33.04,0.2719,False
XC518843_57378,518843,57378,44100,27.34,-26.14,0.5667,False
XC518843_6179,518843,6179,44100,20.70,-31.76,0.2281,False
XC531611_0,531611,0,44100,36.66,-35.90,0.0876,False
XC531611_12000,531611,12000,44100,40.12,-33.72,0.1129,False
XC531611_3000,531611,3000,44100,39.73,-34.65,0.1014,False
XC531611_6000,531611,6000,44100,40.96,-33.15,0.1023,False
XC531611_9000,531611,9000,44100,40.83,-33.61,0.1100,False
XC531612_0,531612,0,44100,25.75,-38.62,0.0667,False
XC531612_11617,531612,11617,44100,29.58,-33.55,0.1418,False
XC531612_14780,531612,14780,44100,32.47,-31.82,0.1637,False
XC531612_18000,531612,18000,44100,32.85,-30.49,0.2219,False
XC531612_21000,531612,21000,44100,33.47,-29.24,0.2076,False
XC531612_24000,531612,24000,44100,33.65,-29.86,0.1992,False
XC531612_3000,531612,3000,44100,25.26,-39.26,0.0616,False
XC531612_6440,531612,6440,44100,26.87,-37.47,0.0675,False
XC531612_9436,531612,9436,44100,29.86,-34.48,0.0740,False
XC534388_1137,534388,1137,44100,48.20,-21.13,0.6302,False
XC534388_13851,534388,13851,44100,41.20,-14.44,0.9211,False
XC534388_4721,534388,4721,44100,49.68,-17.30,0.7687,False
XC534388_8064,534388,8064,44100,48.63,-15.07,0.8294,False
XC547505_11091,547505,11091,44100,39.76,-19.39,0.7038,False
XC547505_19640,547505,19640,44100,28.46,-28.11,0.5235,False
XC547505_24438,547505,24438,44100,33.34,-23.65,0.5814,False
XC547505_42499,547505,42499,44100,23.34,-36.71,0.2582,False
XC547505_960,547505,960,44100,36.68,-21.24,0.6152,False
XC551633_13284,551633,13284,44100,20.99,-57.14,0.0173,False
XC551633_16305,551633,16305,44100,27.26,-55.52,0.0202,False
XC551633_19306,551633,19306,44100,28.42,-49.28,0.0324,False
XC551633_22326,551633,22326,44100,28.47,-44.92,0.0529,False
XC551633_28548,551633,28548,44100,32.64,-45.82,0.0365,False
XC551633_31589,551633,31589,44100,36.11,-44.84,0.0453,False
XC551633_34590,551633,34590,44100,38.80,-46.85,0.0390,False
XC551633_37851,551633,37851,44100,37.69,-46.75,0.0383,False
XC551633_620,551633,620,44100,37.06,-44.94,0.0528,False
XC560109_14119,560109,14119,44100,14.65,-42.72,0.0278,False
XC560109_4384,560109,4384,44100,37.88,-30.78,0.1651,False
XC560109_85,560109,85,44100,39.19,-28.17,0.2224,False
XC578005_62,578005,62,44100,23.64,-22.97,0.5329,False
XC578352_15630,578352,15630,44100,30.84,-18.12,0.6235,False
XC578352_19339,578352,19339,44100,30.52,-19.28,0.5574,False
XC578352_24465,578352,24465,44100,31.10,-18.32,0.5936,False
XC578352_28034,578352,28034,44100,31.69,-18.27,0.5737,False
XC578352_3142,578352,3142,44100,31.22,-17.96,0.6947,False
XC578352_6184,578352,6184,44100,31.16,-18.14,0.5943,False
XC594949_108562,594949,108562,44100,23.35,-28.94,0.1980,False
XC594949_12338,594949,12338,44100,13.56,-29.08,0.2032,False
XC594949_136324,594949,136324,44100,18.77,-30.16,0.2245,False
XC594949_17159,594949,17159,44100,15.22,-36.72,0.1199,False
XC594949_27975,594949,27975,44100,20.67,-29.27,0.2303,False
XC594949_32382,594949,32382,44100,19.70,-27.94,0.2755,False
XC594949_35831,594949,35831,44100,17.48,-29.90,0.2470,False
XC594949_5753,594949,5753,44100,12.54,-26.70,0.2762,False
XC594949_76889,594949,76889,44100,21.60,-29.23,0.2513,False
XC594949_8753,594949,8753,44100,17.02,-27.95,0.2699,False
XC594950_10382,594950,10382,44100,23.85,-25.97,0.3551,False
XC594950_13712,594950,13712,44100,22.20,-27.10,0.3552,False
XC594950_3330,594950,3330,44100,19.40,-30.66,0.2267,False
XC594950_54919,594950,54919,44100,22.24,-26.92,0.3237,False
XC594950_7122,594950,7122,44100,23.60,-26.54,0.3781,False
XC594950_78829,594950,78829,44100,17.41,-32.46,0.2223,False
XC594950_81832,594950,81832,44100,22.43,-21.81,0.4990,False
XC594951_15060,594951,15060,44100,17.85,-23.05,0.3544,False
XC594951_36005,594951,36005,44100,25.58,-22.57,0.3674,False
XC594951_46212,594951,46212,44100,26.59,-23.03,0.3329,False
XC594951_54245,594951,54245,44100,24.97,-23.63,0.2934,False
XC594951_62707,594951,62707,44100,23.39,-27.16,0.2567,False
XC594951_762,594951,762,44100,10.56,-22.76,0.3052,False
XC616994_12055,616994,12055,44100,22.85,-19.77,0.4215,False
XC616994_4694,616994,4694,44100,23.48,-21.60,0.4209,False
XC616994_605,616994,605,44100,22.31,-22.83,0.4074,False
XC616994_8390,616994,8390,44100,23.42,-20.04,0.4256,False
XC635320_0,635320,0,44100,23.15,-26.71,0.6339,False
XC635320_10725,635320,10725,44100,26.45,-22.44,0.6543,False
XC635320_27000,635320,27000,44100,21.27,-27.27,0.7469,False
XC635320_29995,635320,29995,44100,22.66,-26.19,0.6135,False
XC635320_3000,635320,3000,44100,30.72,-17.18,1.0000,True
XC635320_33009,635320,33009,44100,24.41,-24.83,0.6898,False
XC635320_37187,635320,37187,44100,20.12,-29.08,0.4723,False
XC635320_40201,635320,40201,44100,15.68,-33.76,0.3478,False
XC635320_6000,635320,6000,44100,17.13,-31.50,0.3723,False
XC672602_232,672602,232,44100,4.94,-42.58,0.0440,False
XC672602_3736,672602,3736,44100,5.46,-40.83,0.0545,False
XC672602_6736,672602,6736,44100,5.83,-41.42,0.0680,False
XC696208_294,696208,294,44100,21.02,-30.38,0.3451,False
XC717548_12811,717548,12811,44100,19.81,-31.68,0.1355,False
XC717548_19102,717548,19102,44100,14.59,-36.81,0.1241,False
XC717548_6785,717548,6785,44100,20.75,-28.99,0.1909,False
XC717548_9788,717548,9788,44100,20.96,-29.80,0.1602,False
XC717548_981,717548,981,44100,18.54,-33.38,0.1463,False
XC717550_12125,717550,12125,44100,26.56,-23.93,0.4146,False
XC720533_14508,720533,14508,44100,18.15,-32.97,0.1720,False
XC720533_19973,720533,19973,44100,19.43,-33.77,0.1806,False
XC720533_404,720533,404,44100,16.74,-37.39,0.1385,False
XC720533_4721,720533,4721,44100,15.56,-38.95,0.1043,False
XC720533_9287,720533,9287,44100,20.93,-32.70,0.1824,False
XC73022_12983,73022,12983,44100,11.26,-16.22,0.9567,False
XC73022_24437,73022,24437,44100,16.11,-19.44,0.6341,False
XC73022_39913,73022,39913,44100,20.52,-18.53,0.7074,False
XC73022_87,73022,87,44100,17.95,-19.83,0.5855,False
XC73023_29776,73023,29776,44100,11.33,-26.03,0.4344,False
XC73023_38469,73023,38469,44100,12.70,-22.38,0.5200,False
XC73023_52383,73023,52383,44100,11.54,-25.40,0.5536,False
XC73023_55403,73023,55403,44100,10.69,-24.83,0.4564,False
XC73023_71666,73023,71666,44100,15.31,-19.46,0.5525,False
XC73023_75338,73023,75338,44100,15.23,-19.54,0.8404,False
XC73023_83073,73023,83073,44100,17.33,-17.57,0.9960,True
XC73024_23086,73024,23086,44100,11.33,-21.34,0.5247,False
XC73024_28870,73024,28870,44100,3.53,-30.86,0.1852,False
XC73024_41897,73024,41897,44100,9.43,-21.32,0.5099,False
XC73024_51605,73024,51605,44100,7.29,-20.62,0.5171,False
XC73024_66593,73024,66593,44100,7.41,-24.09,0.3712,False
XC73024_91491,73024,91491,44100,6.73,-24.69,0.4607,False
XC735667_10445,735667,10445,44100,29.89,-31.01,0.1477,False
XC735667_13706,735667,13706,44100,29.98,-29.97,0.2263,False
XC735667_17264,735667,17264,44100,24.18,-36.13,0.1234,False
XC735667_20906,735667,20906,44100,31.14,-28.72,0.1807,False
XC735667_26319,735667,26319,44100,31.04,-28.74,0.2179,False
XC735667_2698,735667,2698,44100,26.35,-32.74,0.1490,False
XC735667_6472,735667,6472,44100,29.50,-31.03,0.1789,False
XC743612_12247,743612,12247,44100,29.49,-22.30,0.4207,False
XC743612_17203,743612,17203,44100,29.30,-23.73,0.4673,False
XC743612_24582,743612,24582,44100,31.88,-23.26,0.5335,False
XC743612_28701,743612,28701,44100,35.21,-17.29,0.9998,True
XC743612_3495,743612,3495,44100,29.45,-23.10,0.3905,False
XC743612_426,743612,426,44100,25.35,-26.74,0.3461,False
XC743612_7450,743612,7450,44100,30.71,-20.84,0.6360,False
XC753727_17582,753727,17582,44100,9.82,-24.29,0.4195,False
XC753727_1997,753727,1997,44100,10.58,-23.49,0.4136,False
XC753727_29113,753727,29113,44100,10.83,-23.39,0.5640,False
XC753727_51898,753727,51898,44100,11.32,-22.92,0.4877,False
XC753727_61152,753727,61152,44100,10.07,-24.04,0.4141,False
XC753727_8939,753727,8939,44100,10.58,-23.53,0.5973,False
XC761690_1901,761690,1901,44100,13.71,-37.68,0.1060,False
XC761690_50724,761690,50724,44100,16.64,-37.96,0.1080,False
XC761690_53979,761690,53979,44100,16.49,-37.75,0.0966,False
XC761690_57117,761690,57117,44100,15.66,-40.34,0.0994,False
XC761690_6019,761690,6019,44100,22.21,-29.16,0.1974,False
XC78432_113,78432,113,44100,11.63,-28.24,0.2804,False
XC78432_15032,78432,15032,44100,8.05,-36.43,0.1044,False
XC78432_21333,78432,21333,44100,12.63,-31.02,0.1997,False
XC78432_25758,78432,25758,44100,13.78,-26.90,0.3106,False
XC78432_29869,78432,29869,44100,13.64,-28.23,0.2641,False
XC78432_33201,78432,33201,44100,12.29,-27.49,0.2849,False
XC78432_6878,78432,6878,44100,11.96,-28.60,0.3498,False
XC78433_14509,78433,14509,44100,16.15,-45.00,0.0423,False
XC78433_1818,78433,1818,44100,15.60,-45.75,0.0385,False
XC78433_18935,78433,18935,44100,11.87,-50.15,0.0289,False
XC78433_33668,78433,33668,44100,6.12,-56.66,0.0104,False
XC78433_5583,78433,5583,44100,18.27,-44.88,0.0436,False
XC78433_9562,78433,9562,44100,16.18,-45.37,0.0456,False
XC78434_1278,78434,1278,44100,7.53,-52.17,0.0187,False
XC78434_13822,78434,13822,44100,10.27,-50.48,0.0228,False
XC78434_22968,78434,22968,44100,13.54,-44.13,0.0550,False
XC78434_29438,78434,29438,44100,11.55,-46.54,0.0497,False
XC78434_39819,78434,39819,44100,15.65,-44.06,0.0509,False
XC78434_5499,78434,5499,44100,10.41,-49.54,0.0220,False
XC78434_9499,78434,9499,44100,11.84,-46.93,0.0320,False
XC78435_100491,78435,100491,44100,12.51,-45.50,0.0472,False
XC78435_108787,78435,108787,44100,13.51,-46.08,0.0480,False
XC78435_1357,78435,1357,44100,17.40,-41.08,0.0777,False
XC78435_19209,78435,19209,44100,16.10,-39.45,0.0881,False
XC78435_31457,78435,31457,44100,13.76,-43.04,0.0525,False
XC78435_4356,78435,4356,44100,18.80,-37.51,0.0890,False
XC78435_50993,78435,50993,44100,16.32,-39.24,0.0831,False
XC78435_66255,78435,66255,44100,15.50,-43.00,0.0608,False
XC78435_70228,78435,70228,44100,6.95,-51.69,0.0163,False
XC78435_82727,78435,82727,44100,8.31,-51.40,0.0178,False
XC786218_12989,786218,12989,44100,31.53,-14.48,1.0000,True
XC786218_17583,786218,17583,44100,33.27,-13.49,1.0000,True
XC786218_5725,786218,5725,44100,25.35,-21.09,0.7226,False
