species,file,valid,error,duration,sample_rate,num_samples,rms_db,peak_amplitude,snr_db,is_silent,is_clipped,duration_ok
Common Myna,xc40087_152038.wav,True,,3.0,44100,132300,-17.09516716003418,0.895660400390625,16.15,False,False,True
Common Myna,xc40087_1794.wav,True,,3.0,44100,132300,-14.003440856933594,0.9930419921875,16.40,False,True,True
Common Myna,xc40087_20398.wav,True,,3.0,44100,132300,-16.249168395996094,0.98681640625,16.90,False,False,True
Common Myna,xc40087_31727.wav,True,,3.0,44100,132300,-19.829025268554688,0.880096435546875,13.73,False,False,True
Common Myna,xc40087_43217.wav,True,,3.0,44100,132300,-13.931629180908203,0.976898193359375,19.74,False,False,True
Common Myna,xc40087_59996.wav,True,,3.0,44100,132300,-25.465402603149414,0.41473388671875,8.15,False,False,True
Common Myna,xc40087_64379.wav,True,,3.0,44100,132300,-24.290306091308594,0.482025146484375,9.59,False,False,True
Common Myna,xc40087_70731.wav,True,,3.0,44100,132300,-24.408971786499023,0.636749267578125,9.15,False,False,True
Common Myna,xc40087_81484.wav,True,,3.0,44100,132300,-27.81369400024414,0.346710205078125,6.00,False,False,True
Common Myna,xc402381_5256.wav,True,,3.0,44100,132300,-21.496227264404297,0.6890869140625,21.24,False,False,True
Common Myna,xc402381_789.wav,True,,3.0,44100,132300,-25.837194442749023,0.521636962890625,14.63,False,False,True
Common Myna,xc426356_1477.wav,True,,3.0,44100,132300,-22.867698669433594,0.759063720703125,26.32,False,False,True
Common Myna,xc426356_15473.wav,True,,3.0,44100,132300,-27.323654174804688,0.5506591796875,21.91,False,False,True
Common Myna,xc426356_20466.wav,True,,3.0,44100,132300,-40.32258605957031,0.093017578125,9.18,True,False,True
Common Myna,xc426356_23459.wav,True,,3.0,44100,132300,-36.9326171875,0.089996337890625,10.84,False,False,True
Common Myna,xc426356_9194.wav,True,,3.0,44100,132300,-20.846355438232422,0.887481689453125,27.17,False,False,True
Common Myna,xc442857_2115.wav,True,,3.0,44100,132300,-22.76093292236328,0.7144775390625,14.53,False,False,True
Common Myna,xc44444_11449.wav,True,,3.0,44100,132300,-24.25441551208496,0.368560791015625,11.28,False,False,True
Common Myna,xc44444_14446.wav,True,,3.0,44100,132300,-31.531160354614258,0.18841552734375,3.09,False,False,True
Common Myna,xc44444_17444.wav,True,,3.0,44100,132300,-29.660818099975586,0.333709716796875,2.99,False,False,True
Common Myna,xc44444_3046.wav,True,,3.0,44100,132300,-27.207746505737305,0.48016357421875,9.05,False,False,True
Common Myna,xc44444_46.wav,True,,3.0,44100,132300,-25.515487670898438,0.4599609375,11.24,False,False,True
Common Myna,xc444488_1194.wav,True,,3.0,44100,132300,-27.093631744384766,0.511627197265625,17.90,False,False,True
Common Myna,xc444488_12180.wav,True,,3.0,44100,132300,-17.465917587280273,1.0,30.22,False,True,True
Common Myna,xc444488_6372.wav,True,,3.0,44100,132300,-20.727405548095703,0.888427734375,26.15,False,False,True
Common Myna,xc444488_9306.wav,True,,3.0,44100,132300,-30.565750122070312,0.449188232421875,19.30,False,False,True
Common Myna,xc445899_1245.wav,True,,3.0,44100,132300,-31.777345657348633,0.256439208984375,26.13,False,False,True
Common Myna,xc445899_13571.wav,True,,3.0,44100,132300,-24.81451416015625,0.488067626953125,33.77,False,False,True
Common Myna,xc445899_18628.wav,True,,3.0,44100,132300,-24.973648071289062,0.5313720703125,33.31,False,False,True
Common Myna,xc445899_2653.wav,True,,3.0,44100,132300,-31.670387268066406,0.256439208984375,26.69,False,False,True
Common Myna,xc445899_27551.wav,True,,3.0,44100,132300,-24.596546173095703,0.482330322265625,32.07,False,False,True
Common Myna,xc445899_29469.wav,True,,3.0,44100,132300,-24.414493560791016,0.482330322265625,8.08,False,False,True
Common Myna,xc445899_5777.wav,True,,3.0,44100,132300,-25.073545455932617,0.406707763671875,12.13,False,False,True
Common Myna,xc472544_10937.wav,True,,3.0,44100,132300,-30.839929580688477,0.155303955078125,22.95,False,False,True
